,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Seasonnum
13587,Kyle Singler,SF,24,DET,82,2293,10.0,.517,.312,.193,5.4,11.3,8.3,5.3,1.3,1.3,12.3,15.8,1.1,1.2,2.3,.048,-2.2,-0.8,-3.0,-0.6,2012-2013,1.0
13588,Kyle Singler,SF,25,DET,82,2337,11.8,.574,.409,.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14.0,3.6,0.7,4.4,.090,-0.7,-0.7,-1.4,0.3,2013-2014,2.0
13589,Kyle Singler,SF,26,TOT,80,1743,8.5,.512,.540,.117,2.0,10.2,6.0,7.3,1.4,1.0,10.5,13.2,0.9,1.2,2.0,.056,-2.1,0.0,-2.1,0.0,2014-2015,3.0
13590,Kyle Singler,SF,27,OKC,68,977,6.6,.481,.439,.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,0.3,0.8,1.1,.054,-3.1,-0.1,-3.2,-0.3,2015-2016,4.0
13591,Kyle Singler,SF,28,OKC,32,385,5.9,.486,.446,.205,2.3,11.5,6.9,3.2,0.9,1.0,10.8,11.2,0.0,0.3,0.3,.034,-4.1,-0.2,-4.3,-0.2,2016-2017,5.0
13597,Kyrie Irving,PG,19,CLE,51,1558,21.4,.566,.245,.262,3.1,11.2,7.0,36.5,1.8,1.0,16.1,28.7,3.4,0.6,4.1,.125,4.6,-0.5,4.1,2.4,2011-2012,1.0
13598,Kyrie Irving,PG,20,CLE,59,2048,21.4,.553,.261,.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,4.2,1.1,5.3,.125,4.3,-0.7,3.7,3.0,2012-2013,2.0
13599,Kyrie Irving,PG,21,CLE,71,2496,20.1,.533,.278,.273,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,4.6,2.1,6.7,.128,3.6,-0.2,3.4,3.3,2013-2014,3.0
13600,Kyrie Irving,PG,22,CLE,75,2730,21.5,.583,.306,.296,2.3,7.5,5.0,25.0,2.2,0.6,11.8,26.2,8.4,2.0,10.4,.183,4.4,-0.4,4.1,4.2,2014-2015,4.0
13601,Kyrie Irving,PG,23,CLE,53,1667,19.9,.540,.298,.217,3.0,7.6,5.3,26.6,1.7,0.9,11.4,29.5,3.2,1.7,5.0,.143,3.2,-0.8,2.3,1.8,2015-2016,5.0
13608,Kyrylo Fesenko,C,21,UTA,9,70,4.0,.394,.000,.250,24.6,19.0,21.8,3.8,0.0,3.5,31.1,16.5,-0.1,0.1,0.0,-0.031,-8.9,-2.9,-11.9,-0.2,2007-2008,1.0
13609,Kyrylo Fesenko,C,22,UTA,21,156,13.0,.542,.000,.583,10.7,17.6,14.2,3.9,2.3,7.6,16.6,15.6,0.0,0.3,0.3,.095,-4.9,1.8,-3.1,-0.1,2008-2009,2.0
13610,Kyrylo Fesenko,C,23,UTA,49,408,9.7,.533,.011,.600,9.8,16.1,13.1,5.3,0.8,3.7,16.7,15.8,0.1,0.5,0.6,.070,-4.7,0.2,-4.4,-0.3,2009-2010,3.0
13611,Kyrylo Fesenko,C,24,UTA,53,456,5.8,.441,.010,.460,8.9,19.8,14.3,5.9,0.5,2.9,17.2,14.6,-0.4,0.3,-0.1,-0.011,-6.5,-0.9,-7.4,-0.6,2010-2011,4.0
13612,Kyrylo Fesenko,C,25,IND,3,17,29.8,.524,.000,1.200,13.3,46.0,29.8,9.5,6.2,0.0,0.0,20.4,0.1,0.1,0.1,.374,4.7,3.6,8.4,0.0,2011-2012,5.0
13616,LaMarcus Aldridge,C,21,POR,63,1392,17.1,.533,.004,.240,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,2.5,1.0,3.4,.118,-0.4,-1.0,-1.4,0.2,2006-2007,1.0
13617,LaMarcus Aldridge,PF,22,POR,76,2649,18.5,.523,.006,.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,.113,0.6,-0.4,0.2,1.5,2007-2008,2.0
13618,LaMarcus Aldridge,PF,23,POR,81,3004,19.1,.529,.023,.269,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,6.1,3.3,9.5,.151,1.7,-0.4,1.3,2.5,2008-2009,3.0
13619,LaMarcus Aldridge,PF,24,POR,78,2922,18.2,.535,.014,.260,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,5.5,3.3,8.8,.145,1.4,-0.2,1.2,2.3,2009-2010,4.0
13620,LaMarcus Aldridge,PF,25,POR,81,3211,21.5,.549,.016,.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,7.6,3.5,11.1,.166,2.6,-0.5,2.1,3.4,2010-2011,5.0
13634,LaPhonso Ellis,PF,22,DEN,82,2749,16.6,.549,.014,.331,10.5,18.2,14.3,8.2,1.3,2.4,12.2,18.5,4.1,3.8,8.0,.139,0.4,0.4,0.8,2.0,1992-1993,1.0
13635,LaPhonso Ellis,PF,23,DEN,79,2699,15.9,.542,.024,.373,9.4,18.4,14.0,10.0,1.2,1.9,13.3,20.4,3.5,4.1,7.6,.135,0.2,0.4,0.6,1.8,1993-1994,2.0
13636,LaPhonso Ellis,PF,24,DEN,6,58,13.1,.434,.000,.240,14.9,20.1,17.6,11.1,0.9,6.3,15.3,25.4,0.0,0.1,0.0,.032,-4.9,0.5,-4.4,0.0,1994-1995,3.0
13637,LaPhonso Ellis,SF,25,DEN,45,1269,12.1,.474,.051,.343,8.4,20.9,14.7,9.6,1.5,1.9,14.3,20.4,-0.5,1.5,1.0,.039,-3.2,0.1,-3.1,-0.3,1995-1996,4.0
13638,LaPhonso Ellis,PF,26,DEN,55,2002,18.2,.529,.255,.278,6.2,15.7,11.0,12.7,1.1,1.4,9.3,28.0,2.7,0.9,3.6,.087,2.2,-1.7,0.5,1.3,1996-1997,5.0
13649,LaSalle Thompson,C,21,KCK,71,987,14.7,.551,.003,.477,14.6,26.5,20.5,4.2,1.8,3.5,21.7,17.3,0.5,1.7,2.3,.110,-1.9,0.8,-1.1,0.2,1982-1983,1.0
13650,LaSalle Thompson,C,22,KCK,80,1915,16.9,.562,.000,.350,15.2,27.3,21.1,6.3,1.7,4.3,18.6,19.0,1.5,3.3,4.9,.122,-1.3,1.1,-0.1,0.9,1983-1984,2.0
13651,LaSalle Thompson,C,23,KCK,82,2458,15.6,.579,.000,.453,12.8,26.7,19.8,6.8,1.8,2.9,19.5,16.6,2.3,3.0,5.3,.103,-0.3,0.6,0.3,1.4,1984-1985,3.0
13652,LaSalle Thompson,C,24,SAC,80,2377,16.4,.559,.001,.348,12.1,24.5,18.3,9.8,1.4,2.6,16.7,18.7,2.5,3.1,5.6,.113,0.0,0.7,0.7,1.6,1985-1986,4.0
13653,LaSalle Thompson,C,25,SAC,82,2166,15.7,.528,.007,.339,11.9,22.8,17.3,7.8,1.5,3.3,14.2,18.6,2.0,2.5,4.5,.100,-0.9,0.4,-0.4,0.8,1986-1987,5.0
13664,Lamar Green,PF,22,PHO,58,700,10.4,.459,,.299,,,,3.1,,,,,-0.2,0.4,0.2,.013,,,,,1969-1970,1.0
13665,Lamar Green,PF,23,PHO,68,1326,10.7,.479,,.287,,,16.1,5.3,,,,,0.4,2.0,2.4,.086,,,,,1970-1971,2.0
13666,Lamar Green,PF,24,PHO,67,991,12.1,.492,,.302,,,16.8,5.9,,,,,0.5,1.5,2.0,.097,,,,,1971-1972,3.0
13667,Lamar Green,PF,25,PHO,80,2048,10.8,.469,,.227,,,17.7,5.4,,,,,0.3,1.6,1.9,.045,,,,,1972-1973,4.0
13668,Lamar Green,PF,26,PHO,72,1103,9.6,.427,,.215,7.9,24.1,16.1,5.0,1.3,1.7,,,-0.6,1.1,0.5,.023,-2.9,-0.4,-3.3,-0.4,1973-1974,5.0
13670,Lamar Odom,SF,20,LAC,76,2767,16.8,.521,.160,.410,6.2,18.2,12.0,20.2,1.7,2.3,17.6,23.5,1.7,1.5,3.2,.055,0.8,-0.2,0.6,1.8,1999-2000,1.0
13671,Lamar Odom,PF,21,LAC,76,2836,18.9,.536,.242,.369,4.6,18.9,11.9,25.0,1.4,3.0,17.8,24.1,3.2,3.3,6.5,.111,2.9,1.1,4.0,4.3,2000-2001,2.0
13672,Lamar Odom,SF,22,LAC,29,999,13.7,.473,.233,.258,3.6,16.2,10.0,28.6,1.2,2.5,19.5,22.5,-0.3,0.9,0.7,.033,0.1,1.2,1.3,0.8,2001-2002,3.0
13673,Lamar Odom,SF,23,LAC,49,1679,14.6,.519,.211,.286,4.0,17.9,11.0,19.0,1.3,1.7,16.9,22.3,0.9,1.2,2.2,.062,-0.1,-0.2,-0.3,0.7,2002-2003,4.0
13674,Lamar Odom,PF,24,MIA,80,3003,18.5,.516,.182,.406,6.1,24.2,15.1,20.6,1.5,1.9,15.1,24.5,3.6,4.8,8.4,.134,1.7,1.2,2.9,3.8,2003-2004,5.0
13688,Lamond Murray,SF,21,LAC,81,2556,11.6,.472,.199,.242,5.7,10.9,8.1,8.7,1.4,1.6,11.9,23.4,-1.4,1.1,-0.3,-0.006,-1.5,-2.0,-3.4,-0.9,1994-1995,1.0
13689,Lamond Murray,SF,22,LAC,77,1816,11.1,.513,.202,.230,5.8,10.6,8.1,7.1,1.7,1.0,14.6,18.2,0.3,0.9,1.2,.032,-1.4,-1.0,-2.4,-0.2,1995-1996,2.0
13690,Lamond Murray,SF,23,LAC,74,1295,14.4,.520,.209,.485,7.4,13.8,10.5,7.2,2.2,1.8,14.0,21.2,0.9,1.2,2.1,.078,-0.4,-0.4,-0.8,0.4,1996-1997,3.0
13691,Lamond Murray,SF,24,LAC,79,2579,17.8,.548,.155,.299,7.5,13.9,10.7,9.9,2.4,1.4,13.3,22.1,3.7,1.2,4.9,.092,1.4,-0.8,0.5,1.6,1997-1998,4.0
13692,Lamond Murray,SF,25,LAC,50,1317,14.3,.473,.178,.272,5.0,13.0,8.7,8.7,2.4,1.1,13.3,25.7,0.1,0.2,0.3,.010,-0.2,-1.8,-2.1,0.0,1998-1999,5.0
13711,Lance Stephenson,SG,20,IND,12,115,5.5,.410,.128,.359,1.0,16.3,8.7,28.3,1.8,0.0,26.2,23.5,-0.4,0.1,-0.2,-0.093,-6.5,-0.6,-7.2,-0.2,2010-2011,1.0
13712,Lance Stephenson,SG,21,IND,42,442,7.0,.400,.240,.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.3,0.6,-3.7,-0.2,2011-2012,2.0
13713,Lance Stephenson,SG,22,IND,78,2278,11.8,.530,.314,.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,1.8,3.6,5.5,.115,-1.7,1.7,0.0,1.2,2012-2013,3.0
13714,Lance Stephenson,SG,23,IND,78,2752,14.7,.564,.280,.226,4.1,18.1,11.4,22.1,1.0,0.2,18.0,19.4,2.6,4.8,7.4,.130,0.4,1.0,1.3,2.3,2013-2014,4.0
13715,Lance Stephenson,SG,24,CHO,61,1573,8.8,.419,.191,.200,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026,-4.3,-0.1,-4.5,-1.0,2014-2015,5.0
13721,Lance Thomas,PF,23,NOH,42,630,10.1,.541,.008,.492,9.4,14.3,11.9,3.0,0.9,0.9,13.5,13.3,0.7,0.4,1.2,.088,-3.3,-1.0,-4.3,-0.4,2011-2012,1.0
13722,Lance Thomas,SF,24,NOH,59,646,10.1,.565,.000,.557,8.0,13.3,10.6,4.0,0.9,0.9,9.6,10.5,1.0,0.2,1.2,.087,-2.3,-0.7,-3.0,-0.2,2012-2013,2.0
13723,Lance Thomas,SF,25,NOP,5,42,0.5,.279,.000,.444,5.4,14.0,9.7,9.7,0.0,0.0,15.7,13.8,-0.1,0.0,-0.1,-0.117,-6.5,-3.0,-9.6,-0.1,2013-2014,3.0
13724,Lance Thomas,PF-SF,26,TOT,62,1490,8.0,.456,.050,.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,-0.9,0.4,-0.4,-0.014,-3.9,-1.7,-5.6,-1.3,2014-2015,4.0
13725,Lance Thomas,PF,27,NYK,59,1313,10.4,.557,.285,.312,2.9,8.0,5.4,6.4,0.9,0.4,11.6,16.9,1.2,0.5,1.7,.062,-1.7,-1.5,-3.2,-0.4,2015-2016,5.0
13730,Landry Fields,SG,22,NYK,82,2541,13.5,.598,.364,.244,4.7,18.9,11.7,9.0,1.6,0.5,13.8,13.5,3.4,1.8,5.3,.100,0.6,-0.4,0.2,1.4,2010-2011,1.0
13731,Landry Fields,SG,23,NYK,66,1894,12.0,.506,.236,.267,3.6,13.5,8.5,14.5,2.1,0.7,15.1,16.0,0.8,2.6,3.4,.085,-1.1,1.1,0.0,1.0,2011-2012,2.0
13732,Landry Fields,SF,24,TOR,51,1037,10.3,.487,.063,.238,6.7,17.4,11.9,8.9,1.6,0.6,14.6,12.9,0.3,0.8,1.1,.052,-1.8,0.0,-1.8,0.1,2012-2013,3.0
13733,Landry Fields,SF,25,TOR,30,322,8.6,.443,.075,.328,5.4,16.0,10.7,9.3,1.6,0.7,12.5,12.4,0.0,0.4,0.4,.057,-2.4,1.0,-1.4,0.1,2013-2014,4.0
13734,Landry Fields,SF,26,TOR,26,216,10.8,.527,.049,.146,5.3,8.5,6.9,10.1,2.6,0.0,15.5,10.8,0.2,0.1,0.3,.072,-1.4,1.2,-0.1,0.1,2014-2015,5.0
13739,Langston Galloway,PG,23,NYK,45,1457,12.3,.489,.344,.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,.043,-1.5,-0.9,-2.3,-0.1,2014-2015,1.0
13740,Langston Galloway,PG,24,NYK,82,2033,11.7,.490,.381,.194,2.3,13.0,7.7,15.7,1.9,0.8,8.7,15.6,1.4,1.8,3.3,.077,-1.7,0.7,-1.0,0.5,2015-2016,2.0
13741,Langston Galloway,PG,25,TOT,74,1495,10.4,.510,.565,.117,2.0,9.3,5.6,9.4,1.5,0.3,7.4,18.4,0.2,1.1,1.3,.040,-1.5,-0.7,-2.3,-0.1,2016-2017,3.0
13742,Langston Galloway,SG,26,DET,58,863,12.2,.503,.641,.121,1.6,10.3,5.9,10.1,2.0,0.5,4.8,19.3,0.5,0.9,1.4,.080,-0.2,0.2,0.1,0.5,2017-2018,4.0
13743,Langston Galloway,SG,27,DET,80,1745,10.7,.534,.647,.164,3.0,7.9,5.4,7.3,1.0,0.4,3.7,16.1,2.1,1.3,3.4,.094,-0.9,-0.6,-1.5,0.2,2018-2019,5.0
13753,Larry Bird*,PF,23,BOS,82,2955,20.5,.538,.098,.246,8.3,23.6,16.0,18.5,2.3,1.0,14.0,25.3,5.6,5.6,11.2,.182,3.0,1.5,4.5,4.8,1979-1980,1.0
13754,Larry Bird*,PF,24,BOS,82,3239,19.9,.528,.049,.218,7.0,23.8,15.7,20.4,2.4,1.1,14.9,24.3,4.7,6.1,10.8,.160,2.5,1.8,4.3,5.2,1980-1981,2.0
13755,Larry Bird*,PF,25,BOS,77,2923,22.6,.557,.037,.269,7.7,23.4,15.8,22.5,2.3,1.2,13.8,25.2,6.8,5.7,12.5,.205,4.4,2.3,6.6,6.4,1981-1982,3.0
13756,Larry Bird*,PF,26,BOS,79,2982,24.1,.561,.052,.282,7.0,24.2,15.7,22.4,2.3,1.3,12.6,25.0,8.4,5.6,14.0,.225,5.4,2.1,7.5,7.2,1982-1983,4.0
13757,Larry Bird*,PF,27,BOS,79,3028,24.2,.552,.047,.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,.215,5.6,2.0,7.6,7.3,1983-1984,5.0
13768,Larry Costello*,PG,23,PHW,19,463,10.7,.385,,.230,,,,,,,,,-0.2,0.4,0.2,.022,,,,,1954-1955,1.0
13769,Larry Costello*,PG,25,PHW,72,2111,11.4,.460,,.447,,,,,,,,,2.1,1.3,3.4,.077,,,,,1956-1957,2.0
13770,Larry Costello*,PG,26,SYR,72,2746,15.1,.510,,.426,,,,,,,,,6.4,2.9,9.2,.162,,,,,1957-1958,3.0
13771,Larry Costello*,PG,27,SYR,70,2750,15.0,.503,,.368,,,,,,,,,5.5,3.0,8.5,.149,,,,,1958-1959,4.0
13772,Larry Costello*,PG,28,SYR,71,2469,15.6,.523,,.352,,,,,,,,,5.4,2.6,8.0,.156,,,,,1959-1960,5.0
13783,Larry Drew,PG,22,DET,76,1581,9.3,.464,.035,.275,1.7,7.5,4.4,22.7,2.6,0.3,23.4,18.1,-1.6,1.6,0.0,-0.001,-3.5,-0.2,-3.7,-0.7,1980-1981,1.0
13784,Larry Drew,PG,23,KCK,81,1973,15.3,.520,.036,.250,1.7,7.0,4.2,29.3,2.6,0.0,17.2,21.0,1.3,1.7,3.0,.074,0.4,-0.3,0.1,1.0,1981-1982,2.0
13785,Larry Drew,PG,24,KCK,75,2690,18.1,.545,.013,.310,1.8,6.6,4.2,31.6,2.1,0.2,16.4,23.7,5.1,2.1,7.2,.128,2.4,-0.8,1.6,2.4,1982-1983,3.0
13786,Larry Drew,PG,25,KCK,73,2363,16.5,.513,.010,.305,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,2.6,2.0,4.6,.093,1.3,-0.5,0.8,1.7,1983-1984,4.0
13787,Larry Drew,PG,26,KCK,72,2373,14.7,.538,.031,.212,1.9,6.0,3.9,27.8,1.8,0.2,15.2,19.6,2.9,0.7,3.6,.073,1.0,-1.2,-0.1,1.1,1984-1985,5.0
13796,Larry Foust,C,22,FTW,68,,,.409,,.419,,,,,,,,,0.9,3.6,4.5,,,,,,1950-1951,1.0
13797,Larry Foust,C,23,FTW,66,2615,21.3,.450,,.398,,,,,,,,,3.9,3.2,7.1,.130,,,,,1951-1952,2.0
13798,Larry Foust,C,24,FTW,67,2303,20.5,.448,,.538,,,,,,,,,2.9,3.4,6.3,.131,,,,,1952-1953,3.0
13799,Larry Foust,C,25,FTW,72,2693,23.0,.483,,.517,,,,,,,,,6.5,3.9,10.4,.186,,,,,1953-1954,4.0
13800,Larry Foust,C,26,FTW,70,2264,23.5,.570,,.627,,,,,,,,,10.3,3.0,13.3,.282,,,,,1954-1955,5.0
13811,Larry Hughes,PG,20,PHI,50,988,16.7,.474,.126,.365,9.6,12.7,11.1,15.3,2.4,1.1,12.4,25.2,0.9,1.5,2.4,.117,1.3,0.2,1.5,0.9,1998-1999,1.0
13812,Larry Hughes,SG,21,TOT,82,2324,14.7,.467,.109,.329,5.0,11.4,8.1,15.8,2.5,0.9,12.9,27.8,-0.5,2.2,1.7,.036,-0.3,-0.6,-0.9,0.7,1999-2000,2.0
13813,Larry Hughes,SG,22,GSW,50,1846,13.9,.449,.093,.313,4.0,12.5,7.9,21.0,2.7,1.1,14.2,24.4,-0.4,1.1,0.6,.017,-1.2,-0.2,-1.4,0.3,2000-2001,3.0
13814,Larry Hughes,SG,23,GSW,73,2049,15.4,.484,.115,.320,4.2,8.7,6.4,26.1,2.8,0.8,15.6,22.5,1.4,1.1,2.4,.057,0.4,-0.1,0.3,1.2,2001-2002,4.0
13815,Larry Hughes,PG,24,WAS,67,2137,15.5,.521,.107,.251,3.7,13.4,8.5,17.5,2.2,0.8,14.2,21.2,1.6,2.1,3.7,.082,0.0,0.2,0.2,1.2,2002-2003,5.0
13824,Larry Johnson,SG,23,BUF,4,38,8.0,.216,,.154,2.8,11.2,7.1,23.5,6.1,2.7,17.8,17.7,-0.2,0.1,-0.1,-0.099,-3.9,1.0,-2.9,0.0,1977-1978,1.0
13825,Larry Johnson,PF,22,CHH,82,3047,18.9,.548,.017,.325,11.2,20.7,15.9,13.5,1.3,1.0,10.0,21.2,6.4,2.5,8.9,.140,2.4,-1.0,1.4,2.6,1991-1992,2.0
13826,Larry Johnson,PF,23,CHH,82,3323,18.9,.574,.051,.316,9.6,18.0,14.0,15.9,0.8,0.5,12.6,22.4,7.1,2.5,9.6,.139,3.2,-1.1,2.1,3.5,1992-1993,3.0
13827,Larry Johnson,PF,24,CHH,51,1757,16.8,.550,.031,.293,9.3,18.6,14.1,16.0,0.8,0.5,13.3,21.2,2.8,1.1,3.9,.106,1.5,-1.1,0.4,1.1,1993-1994,4.0
13828,Larry Johnson,PF,25,CHH,81,3234,17.1,.555,.172,.290,7.3,13.8,10.7,19.4,1.3,0.6,13.1,22.6,4.9,3.6,8.5,.126,2.3,-0.3,2.0,3.2,1994-1995,5.0
13837,Larry Kenon,PF,24,SAS,78,2936,19.8,.536,,.248,10.0,20.7,15.4,11.2,2.4,1.0,,,6.2,3.3,9.5,.155,2.9,-0.5,2.4,3.3,1976-1977,1.0
13838,Larry Kenon,SF,25,SAS,81,2869,19.0,.533,,.227,9.4,18.5,14.1,13.1,1.8,0.4,15.1,24.9,4.5,3.0,7.5,.126,1.7,-1.2,0.5,1.8,1977-1978,2.0
13839,Larry Kenon,PF,26,SAS,81,2947,19.8,.547,,.235,9.6,18.2,14.1,15.4,2.3,0.3,15.5,24.9,4.7,4.1,8.8,.144,2.5,-0.3,2.2,3.1,1978-1979,3.0
13840,Larry Kenon,PF,27,SAS,78,2798,17.2,.527,.007,.259,10.1,19.4,14.8,11.1,1.7,0.3,13.5,23.2,3.4,2.0,5.4,.093,1.1,-1.6,-0.4,1.1,1979-1980,4.0
13841,Larry Kenon,SF,28,CHI,77,2161,15.2,.516,.000,.259,9.9,11.1,10.5,8.4,1.7,0.5,13.3,22.9,2.4,1.8,4.1,.092,0.4,-1.6,-1.1,0.5,1980-1981,5.0
13844,Larry Krystkowiak,PF,22,SAS,68,1004,13.0,.515,.032,.397,8.1,18.5,13.1,11.7,1.0,0.7,13.3,20.2,0.8,0.7,1.4,.069,-2.0,-1.4,-3.4,-0.3,1986-1987,1.0
13845,Larry Krystkowiak,PF,23,MIL,50,1050,11.1,.558,.011,.477,9.4,15.4,12.4,6.5,0.8,0.5,15.0,15.2,1.1,1.0,2.1,.096,-2.0,-0.9,-2.9,-0.2,1987-1988,2.0
13846,Larry Krystkowiak,PF,24,MIL,80,2472,14.2,.552,.016,.458,9.1,19.6,14.3,6.1,1.8,0.2,13.8,17.9,3.1,3.2,6.3,.122,-0.4,-0.5,-0.9,0.7,1988-1989,3.0
13847,Larry Krystkowiak,PF,25,MIL,16,381,7.6,.423,.017,.280,4.7,18.3,11.4,8.9,1.3,0.3,12.5,16.7,-0.3,0.4,0.1,.010,-4.7,-0.7,-5.5,-0.3,1989-1990,4.0
13848,Larry Krystkowiak,PF,27,MIL,79,1848,11.4,.486,.008,.256,7.8,19.2,13.3,9.1,1.5,0.4,13.5,19.3,0.4,1.4,1.8,.046,-2.8,-1.3,-4.0,-0.9,1991-1992,5.0
13853,Larry McNeill,PF,23,KCO,54,516,20.9,.552,,.636,12.2,17.5,14.8,7.2,3.1,0.6,,,0.9,0.6,1.5,.142,1.2,-0.1,1.1,0.4,1973-1974,1.0
13854,Larry McNeill,PF,24,KCO,80,1749,15.5,.520,,.374,8.8,20.6,14.7,6.4,1.8,0.8,,,2.0,2.4,4.4,.121,-0.6,-0.2,-0.9,0.5,1974-1975,2.0
13855,Larry McNeill,PF,25,KCK,82,1613,17.0,.546,,.448,9.8,22.6,16.2,6.7,1.4,1.1,,,2.6,1.8,4.3,.129,-0.3,-0.8,-1.1,0.4,1975-1976,3.0
13856,Larry McNeill,PF,26,NYN,8,93,18.1,.467,,.588,10.4,18.4,14.2,5.5,2.0,0.6,,,0.0,0.1,0.1,.057,-2.6,-0.7,-3.3,0.0,1976-1977,4.0
13857,Larry McNeill,PF,27,GSW,9,67,6.5,.512,,1.056,3.0,18.6,10.6,3.7,0.0,0.8,21.0,19.5,0.0,0.1,0.1,.036,-4.7,-0.5,-5.2,-0.1,1977-1978,5.0
13863,Larry Nance,PF,22,PHO,80,1186,14.7,.543,.002,.268,9.1,14.6,11.9,10.0,1.7,3.4,17.6,20.6,0.3,2.1,2.4,.098,-1.5,1.3,-0.2,0.5,1981-1982,1.0
13864,Larry Nance,PF,23,PHO,82,2914,18.7,.573,.003,.268,9.5,17.1,13.5,9.7,1.6,4.2,13.7,19.4,4.8,5.6,10.5,.172,1.7,1.8,3.5,4.0,1982-1983,2.0
13865,Larry Nance,PF,24,PHO,82,2899,19.4,.605,.007,.337,9.1,18.3,13.7,10.2,1.4,3.5,12.9,19.5,6.2,3.7,9.8,.163,2.2,0.9,3.1,3.8,1983-1984,3.0
13866,Larry Nance,PF,25,PHO,61,2202,20.6,.612,.002,.290,10.2,17.3,13.8,11.1,1.9,2.6,12.1,20.8,4.7,3.2,7.9,.173,3.2,1.2,4.4,3.5,1984-1985,4.0
13867,Larry Nance,PF,26,PHO,73,2484,20.5,.616,.008,.444,8.2,20.0,14.3,14.8,1.3,2.9,14.9,22.6,5.3,3.2,8.4,.163,2.8,1.1,3.9,3.7,1985-1986,5.0
13876,Larry Nance Jr.,PF,23,LAL,63,1266,13.4,.544,.033,.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,1.3,0.9,2.2,.083,-1.7,0.2,-1.5,0.2,2015-2016,1.0
13877,Larry Nance Jr.,PF,24,LAL,63,1442,15.7,.567,.100,.222,8.8,19.6,14.0,9.7,2.8,2.2,12.4,13.4,2.1,1.5,3.5,.118,-0.6,1.2,0.6,1.0,2016-2017,2.0
13878,Larry Nance Jr.,C,25,TOT,66,1421,20.2,.605,.029,.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,3.5,2.3,5.8,.196,0.9,1.5,2.4,1.6,2017-2018,3.0
13879,Larry Nance Jr.,C,26,CLE,67,1795,18.6,.583,.205,.280,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,3.3,1.6,4.9,.131,1.0,1.4,2.4,2.0,2018-2019,4.0
13880,Larry Nance Jr.,PF,27,CLE,56,1472,17.3,.608,.369,.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,.128,1.4,0.4,1.7,1.4,2019-2020,5.0
13885,Larry Robinson,SG,23,TOT,36,425,7.6,.429,.007,.180,7.5,5.7,6.6,11.4,1.8,0.1,14.3,18.2,-0.4,0.2,-0.1,-0.016,-3.8,-0.9,-4.8,-0.3,1990-1991,1.0
13886,Larry Robinson,SG,24,BOS,1,6,-9.3,.200,.000,.000,38.5,0.0,18.3,22.9,0.0,0.0,16.7,43.0,-0.1,0.0,-0.1,-0.434,-16.8,-9.1,-25.9,0.0,1991-1992,2.0
13887,Larry Robinson,SG,25,WSB,4,33,12.0,.412,.063,.313,3.3,7.0,5.1,13.9,1.5,1.8,5.2,24.7,0.0,0.0,0.0,-0.024,-1.5,-1.6,-3.1,0.0,1992-1993,3.0
13888,Larry Robinson,SG,26,HOU,6,55,13.0,.531,.400,.400,8.6,11.5,10.1,17.4,6.4,0.0,29.8,27.0,-0.1,0.1,0.0,-0.002,-5.0,2.2,-2.9,0.0,1993-1994,4.0
13889,Larry Robinson,SF,30,VAN,6,41,15.8,.428,.316,.105,5.6,28.0,16.8,4.0,5.1,0.0,9.1,23.7,0.0,0.1,0.0,.033,-0.8,-1.6,-2.4,0.0,1997-1998,5.0
13892,Larry Sanders,C,22,MIL,60,872,11.0,.448,.000,.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,-0.7,1.8,1.0,.057,-5.2,1.7,-3.5,-0.3,2010-2011,1.0
13893,Larry Sanders,PF,23,MIL,52,643,13.3,.463,.011,.207,10.3,17.3,13.7,7.8,2.5,8.9,17.6,16.7,-0.3,1.2,1.0,.072,-5.0,3.1,-1.9,0.0,2011-2012,2.0
