,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Seasonnum
13273,Kevin Willis,PF,25,ATL,75,2091,14.0,.548,.003,.357,12.4,16.7,14.5,1.9,1.6,1.2,14.8,18.8,1.7,2.5,4.2,.095,-1.1,-1.0,-2.1,-0.1,1987-1988,4.0
13274,Kevin Willis,PF,27,ATL,81,2273,15.7,.551,.009,.306,12.5,20.4,16.4,3.7,1.4,1.3,13.6,19.5,3.0,1.7,4.7,.098,0.0,-1.8,-1.7,0.1,1989-1990,5.0
13292,Kevon Looney,PF,19,GSW,5,21,18.6,.643,.286,.000,21.8,29.1,25.6,0.0,0.0,0.0,12.5,16.5,0.1,0.0,0.1,.192,1.6,-4.1,-2.5,0.0,2015-2016,1.0
13293,Kevon Looney,C,20,GSW,53,447,13.6,.553,.084,.318,11.5,18.5,15.2,8.5,1.6,3.0,12.2,13.4,0.7,0.8,1.4,.155,-2.4,0.7,-1.7,0.0,2016-2017,2.0
13294,Kevon Looney,C,21,GSW,66,910,14.8,.588,.026,.399,11.0,15.2,13.2,6.0,1.8,4.9,12.0,12.4,1.5,1.3,2.8,.145,-1.2,1.0,-0.2,0.4,2017-2018,3.0
13295,Kevon Looney,C,22,GSW,80,1481,17.3,.636,.029,.303,14.6,15.4,15.0,10.9,1.5,3.0,11.5,12.8,4.2,1.8,6.0,.194,0.1,0.4,0.5,0.9,2018-2019,4.0
13296,Kevon Looney,C,23,GSW,20,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0.0,.006,-4.8,-0.8,-5.6,-0.2,2019-2020,5.0
13299,Keyon Dooling,PG,20,LAC,76,1237,12.6,.509,.221,.494,0.8,7.3,4.1,23.7,1.8,0.6,17.6,20.0,0.8,0.7,1.4,.056,-1.5,-0.9,-2.5,-0.2,2000-2001,1.0
13300,Keyon Dooling,PG,21,LAC,14,155,7.4,.466,.246,.211,0.0,2.2,1.1,12.7,1.4,1.3,13.8,21.1,-0.1,0.0,0.0,-0.010,-4.0,-1.0,-5.0,-0.1,2001-2002,2.0
13301,Keyon Dooling,SG,22,LAC,55,969,9.6,.494,.422,.173,1.1,7.3,4.2,15.7,1.3,0.4,14.5,19.3,0.2,0.2,0.3,.016,-1.7,-1.3,-3.0,-0.2,2002-2003,3.0
13302,Keyon Dooling,PG,23,LAC,58,1137,10.0,.458,.131,.267,1.7,6.3,4.0,19.4,2.1,0.4,14.2,17.9,0.2,0.1,0.3,.013,-2.8,-1.1,-3.9,-0.6,2003-2004,4.0
13303,Keyon Dooling,PG,24,MIA,74,1184,10.1,.486,.217,.316,1.1,7.5,4.4,17.0,1.7,0.7,14.2,18.0,0.2,1.3,1.5,.061,-3.0,0.4,-2.7,-0.2,2004-2005,5.0
13313,Khalid Reeves,PG,22,MIA,67,1462,16.9,.561,.368,.422,4.1,11.0,7.5,30.2,2.7,0.5,19.3,20.6,2.1,1.4,3.5,.115,1.8,0.1,1.9,1.4,1994-1995,1.0
13314,Khalid Reeves,PG,23,TOT,51,833,11.1,.530,.401,.361,2.5,8.6,5.5,22.1,2.3,0.3,19.3,17.4,0.5,0.6,1.1,.064,-2.8,0.0,-2.9,-0.2,1995-1996,2.0
13315,Khalid Reeves,PG,24,TOT,63,1432,11.1,.508,.483,.185,2.5,6.9,4.6,25.6,1.2,0.5,17.5,18.7,0.9,0.3,1.2,.041,-1.0,-1.4,-2.4,-0.1,1996-1997,3.0
13316,Khalid Reeves,PG,25,DAL,82,1950,13.1,.522,.256,.359,3.0,7.6,5.3,19.8,2.2,0.4,15.9,19.2,1.5,1.0,2.5,.062,-1.5,-0.4,-1.9,0.0,1997-1998,4.0
13317,Khalid Reeves,PG,26,DET,11,112,6.8,.460,.143,.667,3.3,4.4,3.8,15.9,2.0,0.0,20.5,14.5,0.0,0.1,0.1,.025,-4.8,-1.0,-5.8,-0.1,1998-1999,5.0
13319,Khem Birch,C,25,ORL,42,578,16.4,.582,.000,.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,.150,-0.7,-0.2,-0.9,0.2,2017-2018,1.0
13320,Khem Birch,C,26,ORL,50,643,19.2,.640,.007,.550,13.0,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1.0,2.8,.212,0.1,1.0,1.2,0.5,2018-2019,2.0
13321,Khem Birch,C,27,ORL,48,922,11.7,.566,.007,.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,1.2,0.9,2.2,.112,-2.5,0.2,-2.4,-0.1,2019-2020,3.0
13322,Khem Birch,C,28,TOT,67,1529,15.1,.552,.137,.339,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,2.3,1.4,3.8,.118,-1.0,0.1,-1.0,0.4,2020-2021,4.0
13323,Khem Birch,C,29,TOR,55,991,13.2,.534,.070,.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,.126,-1.7,0.4,-1.3,0.2,2021-2022,5.0
13324,Khris Middleton,SG,21,DET,27,475,11.4,.532,.319,.227,1.0,11.4,6.1,9.5,1.7,0.7,6.6,15.9,0.6,0.3,0.9,.089,-1.9,-0.1,-1.9,0.0,2012-2013,1.0
13325,Khris Middleton,SF,22,MIL,82,2460,12.5,.541,.340,.160,2.7,12.0,7.2,11.7,1.8,0.7,11.9,19.1,1.9,0.8,2.7,.053,-1.2,-1.1,-2.3,-0.2,2013-2014,2.0
13326,Khris Middleton,SF,23,MIL,79,2378,15.6,.563,.308,.180,2.3,14.3,8.4,12.7,2.6,0.4,10.8,19.9,3.2,3.5,6.7,.135,0.5,1.1,1.6,2.2,2014-2015,3.0
13327,Khris Middleton,SG,24,MIL,79,2852,16.8,.560,.316,.273,1.8,10.2,6.0,18.9,2.3,0.6,12.3,23.0,4.3,1.8,6.1,.103,1.2,-0.5,0.6,1.9,2015-2016,4.0
13328,Khris Middleton,SF,25,MIL,29,889,15.0,.570,.312,.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,.085,-0.4,0.1,-0.3,0.4,2016-2017,5.0
13337,Kiki Vandeweghe,SF,22,DEN,51,1376,11.9,.484,.013,.296,6.2,14.0,10.0,8.7,0.9,0.9,12.4,18.7,0.7,0.5,1.2,.040,-1.0,-1.7,-2.7,-0.3,1980-1981,1.0
13338,Kiki Vandeweghe,PF,23,DEN,82,2775,18.9,.612,.010,.321,5.9,11.7,8.9,11.9,0.8,0.5,11.6,22.3,7.8,-0.1,7.7,.133,3.1,-2.5,0.6,1.8,1981-1982,2.0
13339,Kiki Vandeweghe,PF,24,DEN,82,2909,21.8,.613,.033,.364,4.3,10.9,7.6,9.8,1.0,0.7,9.0,24.9,10.5,0.6,11.0,.182,4.4,-2.1,2.4,3.2,1982-1983,3.0
13340,Kiki Vandeweghe,PF,25,DEN,78,2734,23.6,.618,.019,.362,3.1,11.4,7.2,13.1,0.8,1.0,7.7,27.8,9.7,0.6,10.3,.181,5.4,-1.8,3.6,3.9,1983-1984,4.0
13341,Kiki Vandeweghe,SF,26,POR,72,2502,18.0,.603,.028,.356,3.3,6.9,5.1,6.2,0.7,0.5,8.0,23.1,7.2,1.2,8.4,.161,2.5,-2.1,0.4,1.5,1984-1985,5.0
13356,Kim Hughes,C,24,NYN,81,2081,9.8,.418,,.195,8.8,19.2,13.7,6.6,2.7,3.2,,,-1.4,3.7,2.3,.053,-3.4,2.6,-0.8,0.6,1976-1977,1.0
13357,Kim Hughes,C,25,NJN,56,854,6.8,.356,,.181,10.3,17.3,13.6,5.4,2.5,3.0,24.8,9.9,-1.0,1.3,0.4,.021,-4.8,2.0,-2.8,-0.2,1977-1978,2.0
13358,Kim Hughes,C,26,DEN,81,1086,11.7,.530,,.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,0.1,2.1,2.2,.098,-2.7,3.7,0.9,0.8,1978-1979,3.0
13359,Kim Hughes,C,27,DEN,70,1208,11.5,.498,.000,.203,10.5,17.7,14.0,7.8,2.5,3.4,18.5,8.8,0.6,1.6,2.2,.088,-2.1,2.2,0.2,0.7,1979-1980,4.0
13360,Kim Hughes,C,28,DEN,8,159,10.3,.444,.000,.080,11.9,20.4,16.0,7.9,3.0,4.5,29.8,8.6,0.0,0.2,0.2,.057,-2.8,1.8,-1.1,0.1,1980-1981,5.0
13365,Kirk Hinrich,PG,23,CHI,76,2706,13.1,.510,.448,.204,1.7,9.0,5.2,32.5,1.9,0.6,18.5,18.2,2.1,1.9,4.1,.072,-0.5,-0.4,-0.8,0.8,2003-2004,1.0
13366,Kirk Hinrich,PG,24,CHI,77,2800,15.3,.495,.364,.193,1.3,10.8,6.1,31.5,2.3,0.6,12.6,22.3,2.5,4.7,7.2,.124,0.9,1.6,2.5,3.2,2004-2005,2.0
13367,Kirk Hinrich,PG,25,CHI,81,2955,15.5,.528,.316,.291,1.1,10.0,5.6,28.9,1.6,0.6,13.4,21.4,4.1,3.5,7.6,.124,1.1,0.6,1.8,2.8,2005-2006,3.0
13368,Kirk Hinrich,PG,26,CHI,80,2839,17.0,.559,.318,.268,1.3,9.7,5.5,29.2,1.8,0.6,13.9,21.6,5.5,4.6,10.1,.171,1.7,1.1,2.8,3.5,2006-2007,4.0
13369,Kirk Hinrich,PG,27,CHI,75,2380,13.1,.501,.301,.178,1.3,10.6,5.8,30.9,1.9,0.6,15.4,18.9,1.5,2.1,3.6,.072,-0.9,0.2,-0.8,0.7,2007-2008,5.0
13386,Klay Thompson,SG,21,GSW,66,1608,14.9,.545,.373,.127,1.7,9.6,5.7,14.2,1.6,1.0,12.0,24.7,1.4,0.3,1.7,.050,0.3,-1.7,-1.4,0.2,2011-2012,1.0
13387,Klay Thompson,SG,22,GSW,82,2936,12.7,.533,.437,.130,1.2,10.0,5.7,10.1,1.5,1.2,11.0,21.8,1.7,2.6,4.3,.070,-0.1,-0.2,-0.3,1.3,2012-2013,2.0
13388,Klay Thompson,SG,23,GSW,81,2868,14.3,.555,.425,.147,1.5,7.9,4.7,10.2,1.3,1.0,9.2,22.6,3.5,3.2,6.7,.112,0.9,-0.1,0.8,2.0,2013-2014,3.0
13389,Klay Thompson,SG,24,GSW,77,2455,20.8,.591,.420,.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,5.7,3.1,8.8,.172,4.5,-0.1,4.4,4.0,2014-2015,4.0
13390,Klay Thompson,SG,25,GSW,80,2666,18.6,.597,.469,.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,5.5,2.6,8.0,.144,3.4,-1.6,1.8,2.5,2015-2016,5.0
13398,Kobe Bryant*,SF,18,LAL,71,1103,14.4,.544,.322,.393,4.9,8.7,6.8,13.8,2.3,1.6,18.5,24.7,0.5,1.3,1.8,.079,-0.2,0.1,-0.1,0.5,1996-1997,1.0
13399,Kobe Bryant*,SF,19,LAL,79,2056,18.5,.548,.241,.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,4.5,1.8,6.3,.147,2.2,-0.8,1.4,1.8,1997-1998,2.0
13400,Kobe Bryant*,SG,20,LAL,50,1896,18.9,.549,.130,.375,3.3,12.7,8.1,17.5,2.0,1.9,14.7,25.3,3.7,1.5,5.2,.130,2.1,-0.1,2.1,1.9,1998-1999,3.0
13401,Kobe Bryant*,SG,21,LAL,66,2524,21.7,.546,.122,.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,6.1,4.5,10.6,.202,3.5,1.6,5.1,4.5,1999-2000,4.0
13402,Kobe Bryant*,SG,22,LAL,68,2783,24.5,.552,.132,.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,9.2,2.2,11.3,.196,5.1,-0.3,4.8,4.7,2000-2001,5.0
13424,Kosta Koufos,C,19,UTA,48,565,15.2,.540,.000,.276,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,0.6,0.7,1.3,.112,-1.3,-0.1,-1.4,0.1,2008-2009,1.0
13425,Kosta Koufos,C,20,UTA,36,172,7.7,.494,.000,.319,11.3,19.4,15.5,5.1,0.6,1.9,21.9,17.9,-0.2,0.2,0.0,.014,-5.3,-1.2,-6.5,-0.2,2009-2010,2.0
13426,Kosta Koufos,C,21,TOT,50,434,12.6,.474,.013,.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,.027,-3.9,-1.6,-5.5,-0.4,2010-2011,3.0
13427,Kosta Koufos,C,22,DEN,48,792,17.3,.608,.000,.286,14.4,23.3,19.0,2.9,1.5,4.1,13.2,14.0,1.7,1.0,2.7,.163,0.5,0.4,0.9,0.6,2011-2012,4.0
13428,Kosta Koufos,C,23,DEN,81,1817,17.2,.585,.002,.205,13.3,21.2,17.3,2.6,1.2,4.4,8.7,14.5,3.9,2.5,6.5,.171,0.2,0.4,0.6,1.2,2012-2013,5.0
13441,Kris Dunn,PG,22,MIN,78,1333,8.1,.432,.233,.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,-1.2,1.3,0.1,.004,-4.5,1.8,-2.8,-0.3,2016-2017,1.0
13442,Kris Dunn,PG,23,CHI,52,1525,14.5,.488,.201,.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,.027,-2.4,1.1,-1.3,0.3,2017-2018,2.0
13443,Kris Dunn,PG,24,CHI,46,1389,12.4,.484,.190,.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,.022,-2.8,0.2,-2.7,-0.2,2018-2019,3.0
13444,Kris Dunn,PG,25,CHI,51,1269,12.1,.510,.327,.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,.085,-3.8,3.1,-0.6,0.4,2019-2020,4.0
13445,Kris Dunn,PG,26,ATL,4,45,-5.7,.182,.167,.333,0.0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,-0.2,0.1,-0.2,-0.202,-13.7,-0.1,-13.7,-0.1,2020-2021,5.0
13447,Kris Humphries,PF,19,UTA,67,873,9.5,.419,.021,.352,10.1,18.1,14.0,8.5,1.6,1.7,13.6,20.2,-1.0,0.7,-0.3,-0.019,-3.3,-1.4,-4.6,-0.6,2004-2005,1.0
13448,Kris Humphries,PF,20,UTA,62,619,10.3,.406,.025,.320,10.9,20.0,15.4,8.6,2.0,2.2,11.8,19.7,-0.6,0.8,0.2,.019,-4.0,-0.5,-4.5,-0.4,2005-2006,2.0
13449,Kris Humphries,PF,21,TOR,60,670,13.5,.516,.000,.427,13.5,19.3,16.4,4.2,1.1,2.4,12.7,17.4,0.7,0.8,1.5,.107,-2.5,-0.8,-3.2,-0.2,2006-2007,3.0
13450,Kris Humphries,PF,22,TOR,70,925,15.7,.512,.006,.372,11.4,21.8,16.6,4.9,1.4,2.5,10.8,22.1,0.6,1.3,1.8,.096,-1.6,-0.7,-2.3,-0.1,2007-2008,4.0
13451,Kris Humphries,SF,23,TOR,29,265,16.3,.513,.000,.533,10.7,20.2,15.5,6.0,1.6,1.8,6.7,20.7,0.4,0.3,0.7,.125,-0.9,-0.7,-1.7,0.0,2008-2009,5.0
13461,Kristaps Porziņģis,PF,20,NYK,72,2047,17.7,.518,.274,.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,1.5,2.9,4.4,.102,0.6,0.3,0.9,1.5,2015-2016,1.0
13462,Kristaps Porziņģis,PF,21,NYK,66,2164,17.4,.546,.319,.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,.100,0.7,-0.3,0.3,1.3,2016-2017,2.0
13463,Kristaps Porziņģis,PF,22,NYK,48,1553,20.4,.539,.256,.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31.0,1.4,1.8,3.2,.099,1.9,-0.1,1.8,1.5,2017-2018,3.0
13464,Kristaps Porziņģis,C,24,DAL,57,1814,20.2,.551,.432,.304,5.9,25.1,15.6,8.8,1.1,5.4,8.0,27.0,2.6,2.6,5.2,.138,1.8,0.1,1.9,1.8,2019-2020,4.0
13465,Kristaps Porziņģis,C,25,DAL,43,1327,21.3,.582,.378,.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,2.6,1.7,4.3,.154,3.0,-0.8,2.2,1.4,2020-2021,5.0
13468,Kurt Nimphius,C,23,DAL,63,1085,12.0,.489,.000,.364,9.4,22.1,15.5,7.7,0.8,4.4,14.0,15.2,0.3,1.2,1.5,.067,-2.9,0.9,-2.0,0.0,1981-1982,1.0
13469,Kurt Nimphius,C,24,DAL,81,1515,12.5,.511,.003,.394,11.0,17.9,14.4,9.3,0.7,4.0,13.7,12.6,1.8,1.1,2.9,.093,-1.5,0.8,-0.7,0.5,1982-1983,2.0
13470,Kurt Nimphius,C,25,DAL,82,2284,13.0,.544,.008,.310,9.3,16.8,13.0,9.8,0.9,3.6,14.2,12.6,2.5,2.3,4.8,.101,-0.9,1.2,0.3,1.3,1983-1984,3.0
13471,Kurt Nimphius,C,26,DAL,82,2010,10.9,.504,.014,.323,7.5,15.8,11.6,11.4,0.7,3.6,16.1,12.3,1.3,2.0,3.3,.079,-1.9,1.6,-0.3,0.9,1984-1985,4.0
13472,Kurt Nimphius,PF,27,TOT,80,2226,12.6,.554,.004,.378,7.5,15.1,11.2,3.9,0.7,2.5,12.9,16.8,2.2,0.9,3.1,.067,-1.6,-1.0,-2.6,-0.3,1985-1986,5.0
13476,Kurt Rambis,PF,23,LAL,64,1131,12.8,.528,.004,.513,11.6,21.5,16.8,5.6,2.5,3.6,21.6,12.5,0.3,2.1,2.3,.100,-2.0,1.9,-0.1,0.5,1981-1982,1.0
13477,Kurt Rambis,PF,24,LAL,78,1806,14.1,.601,.005,.402,10.5,21.5,16.3,5.7,2.7,1.9,23.0,13.8,1.6,2.8,4.3,.116,-0.8,1.1,0.2,1.0,1982-1983,2.0
13478,Kurt Rambis,PF,25,LAL,47,743,10.9,.591,.000,.584,13.4,26.1,20.2,5.1,1.9,1.0,28.3,10.7,0.3,1.2,1.5,.095,-2.0,0.5,-1.5,0.1,1983-1984,3.0
13479,Kurt Rambis,PF,26,LAL,82,1617,12.7,.577,.000,.315,12.8,23.4,18.6,4.8,2.4,1.6,20.7,11.7,1.3,2.8,4.1,.120,-1.0,1.0,0.0,0.8,1984-1985,4.0
13480,Kurt Rambis,PF,27,LAL,74,1573,12.7,.632,.000,.454,11.8,24.9,18.7,5.1,2.0,1.2,23.1,10.8,1.7,2.6,4.3,.131,-0.5,1.1,0.6,1.1,1985-1986,5.0
13490,Kurt Thomas,PF,23,MIA,74,1655,13.5,.533,.004,.325,8.8,21.8,15.5,4.9,1.5,1.7,13.5,19.9,0.8,3.0,3.8,.110,-2.6,0.8,-1.8,0.1,1995-1996,1.0
13491,Kurt Thomas,PF,24,MIA,18,374,9.5,.451,.010,.438,10.0,23.7,17.0,4.0,1.7,1.9,16.6,18.9,-0.3,0.8,0.5,.070,-5.0,1.3,-3.7,-0.2,1996-1997,2.0
13492,Kurt Thomas,PF,25,DAL,5,73,6.4,.399,.000,.067,11.9,24.9,18.3,8.4,0.7,0.0,17.8,35.3,-0.3,0.1,-0.2,-0.161,-11.5,-5.3,-16.8,-0.3,1997-1998,3.0
13493,Kurt Thomas,PF,26,NYK,50,1182,13.1,.489,.003,.293,8.5,19.6,14.3,8.9,2.1,1.1,14.9,19.8,0.2,2.3,2.5,.100,-2.1,1.2,-0.8,0.4,1998-1999,4.0
13494,Kurt Thomas,PF,27,NYK,80,1971,13.6,.542,.006,.239,8.9,21.1,15.2,7.0,1.4,1.6,15.1,16.7,1.9,3.4,5.2,.127,-1.4,1.4,-0.1,1.0,1999-2000,5.0
13508,Kwame Brown,PF,19,WAS,57,817,11.2,.450,.004,.407,8.9,19.4,14.1,8.4,1.1,2.4,13.0,18.6,0.0,0.8,0.8,.048,-3.1,-0.9,-4.0,-0.4,2001-2002,1.0
13509,Kwame Brown,C,20,WAS,80,1773,13.6,.496,.006,.432,8.5,19.9,14.2,5.6,1.5,3.4,15.5,18.8,0.2,2.3,2.5,.069,-2.1,-0.1,-2.2,-0.1,2002-2003,2.0
13510,Kwame Brown,PF,21,WAS,74,2239,15.7,.547,.003,.567,8.7,19.2,13.8,8.8,1.5,1.7,16.0,17.3,2.9,2.0,4.9,.105,0.0,-0.5,-0.6,0.8,2003-2004,3.0
13511,Kwame Brown,PF,22,WAS,42,908,10.4,.497,.000,.544,8.6,17.2,12.8,6.8,1.4,1.2,18.6,17.4,-0.2,0.8,0.6,.032,-3.4,-0.8,-4.2,-0.5,2004-2005,4.0
13512,Kwame Brown,C,23,LAL,72,1978,11.7,.545,.003,.606,10.8,17.3,14.1,5.6,0.7,1.8,16.9,13.6,1.7,1.9,3.6,.088,-1.7,-0.8,-2.5,-0.3,2005-2006,5.0
13522,Kyle Anderson,SF,21,SAS,33,358,8.2,.389,.124,.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,.044,-3.8,2.3,-1.4,0.1,2014-2015,1.0
13523,Kyle Anderson,SF,22,SAS,78,1245,12.9,.528,.125,.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,0.7,2.8,3.5,.133,-1.7,3.1,1.4,1.1,2015-2016,2.0
13524,Kyle Anderson,SF,23,SAS,72,1020,12.5,.525,.191,.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,0.7,2.0,2.7,.127,-1.4,3.2,1.8,1.0,2016-2017,3.0
13525,Kyle Anderson,SF,24,SAS,74,1978,15.9,.582,.130,.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,.151,-0.4,3.3,2.9,2.4,2017-2018,4.0
13526,Kyle Anderson,SF,25,MEM,43,1281,12.8,.569,.123,.232,4.1,18.1,11.0,15.0,2.1,2.7,16.0,12.6,0.8,1.8,2.7,.100,-1.6,2.4,0.8,0.9,2018-2019,5.0
13534,Kyle Korver,SF,22,PHI,74,882,10.1,.489,.633,.073,4.0,10.7,7.4,8.3,1.5,0.7,10.8,20.2,0.2,0.8,1.0,.054,-0.2,-0.5,-0.7,0.3,2003-2004,1.0
13535,Kyle Korver,SF,23,PHI,82,2667,12.8,.588,.735,.126,1.7,14.5,8.0,11.0,2.0,1.0,11.7,15.1,3.3,3.3,6.6,.119,0.5,0.9,1.4,2.3,2004-2005,2.0
13536,Kyle Korver,SF,24,PHI,82,2563,12.3,.577,.576,.156,1.2,11.1,6.2,10.2,1.3,0.8,10.8,16.2,3.2,1.3,4.6,.086,0.3,-0.9,-0.6,0.9,2005-2006,3.0
13537,Kyle Korver,SF,25,PHI,74,2288,14.2,.569,.363,.247,1.6,12.0,6.8,8.0,1.3,0.7,11.1,21.3,2.9,1.7,4.6,.097,0.7,-0.7,-0.1,1.1,2006-2007,4.0
13538,Kyle Korver,SG-PF,26,TOT,75,1732,12.8,.585,.515,.226,1.5,10.5,6.0,8.8,1.3,1.4,10.6,18.3,2.7,1.5,4.2,.116,0.4,-0.1,0.3,1.0,2007-2008,5.0
13551,Kyle Kuzma,PF,22,LAL,77,2401,14.2,.549,.418,.200,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,1.5,2.3,3.8,.077,0.3,-1.0,-0.7,0.8,2017-2018,1.0
13552,Kyle Kuzma,PF,23,LAL,70,2314,14.0,.546,.388,.230,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,1.2,1.9,3.1,.065,-0.2,-1.2,-1.4,0.4,2018-2019,2.0
13553,Kyle Kuzma,PF,24,LAL,61,1526,12.2,.531,.407,.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,0.1,1.9,2.0,.063,-1.6,-1.0,-2.6,-0.2,2019-2020,3.0
13554,Kyle Kuzma,SF,25,LAL,68,1954,12.7,.546,.502,.128,6.3,17.7,12.0,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,.080,-0.4,-0.1,-0.4,0.8,2020-2021,4.0
13555,Kyle Kuzma,PF,26,WAS,66,2204,15.2,.547,.401,.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0.0,2.0,2.0,.044,0.2,-0.4,-0.2,1.0,2021-2022,5.0
13556,Kyle Lowry,PG,20,MEM,10,175,18.3,.556,.211,.737,8.2,13.0,10.6,27.3,4.1,0.4,19.3,16.1,0.4,0.2,0.5,.148,1.1,3.5,4.7,0.3,2006-2007,1.0
13557,Kyle Lowry,PG,21,MEM,82,2089,14.3,.531,.236,.588,2.2,11.3,6.7,21.8,2.2,0.8,14.6,18.6,2.1,1.3,3.4,.078,-1.2,0.3,-0.9,0.6,2007-2008,2.0
13558,Kyle Lowry,PG,22,TOT,77,1679,14.4,.547,.226,.521,1.9,11.6,6.8,26.4,2.2,0.8,18.0,18.1,1.8,1.8,3.6,.103,-0.7,0.8,0.2,0.9,2008-2009,3.0
13559,Kyle Lowry,PG,23,HOU,68,1651,15.5,.536,.293,.560,6.1,11.2,8.6,27.7,1.9,0.4,16.7,18.6,2.9,1.4,4.3,.126,0.4,0.4,0.8,1.2,2009-2010,4.0
13560,Kyle Lowry,PG,24,HOU,75,2563,16.5,.550,.424,.310,3.9,9.7,6.8,29.4,2.0,0.6,14.7,18.6,5.1,1.8,7.0,.130,2.0,0.0,2.0,2.6,2010-2011,5.0
13572,Kyle Macy,PG,23,PHO,82,1469,14.5,.567,.096,.224,3.4,6.5,5.0,15.1,2.4,0.2,14.0,18.0,2.3,2.2,4.5,.148,-0.2,1.1,0.8,1.1,1980-1981,1.0
13573,Kyle Macy,PG,24,PHO,82,2845,15.7,.570,.106,.179,3.1,6.9,5.1,18.9,2.4,0.2,10.9,16.6,5.4,3.8,9.2,.156,0.9,1.1,2.0,2.9,1981-1982,2.0
13574,Kyle Macy,PG,25,PHO,82,1836,16.1,.578,.120,.233,2.6,7.1,5.0,21.0,1.6,0.2,11.4,17.5,4.3,2.2,6.4,.168,1.5,0.4,1.9,1.8,1982-1983,3.0
13575,Kyle Macy,PG,26,PHO,82,2402,13.2,.545,.098,.160,2.4,6.7,4.5,18.8,2.4,0.1,13.2,15.0,2.9,2.0,5.0,.099,-0.5,0.6,0.1,1.3,1983-1984,4.0
13576,Kyle Macy,PG,27,PHO,65,2018,13.8,.555,.146,.241,1.9,8.1,5.0,25.3,2.0,0.1,14.7,15.2,2.7,1.9,4.6,.110,0.0,0.3,0.3,1.1,1984-1985,5.0
13579,Kyle O'Quinn,C,22,ORL,57,638,15.8,.535,.005,.228,11.5,25.5,18.5,13.1,0.9,3.1,14.6,18.1,0.7,0.7,1.4,.107,-1.9,0.3,-1.6,0.1,2012-2013,1.0
13580,Kyle O'Quinn,C,23,ORL,69,1188,16.5,.526,.008,.224,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,0.5,2.0,2.5,.101,-2.2,1.9,-0.3,0.5,2013-2014,2.0
13581,Kyle O'Quinn,PF,24,ORL,51,824,14.8,.550,.178,.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,0.5,1.1,1.6,.091,-1.7,1.5,-0.3,0.4,2014-2015,3.0
13582,Kyle O'Quinn,PF,25,NYK,65,764,17.5,.520,.081,.221,11.0,24.5,17.9,15.9,1.3,4.9,17.0,21.2,0.5,1.2,1.6,.103,-1.0,1.4,0.4,0.5,2015-2016,4.0
13583,Kyle O'Quinn,C,26,NYK,79,1229,20.5,.552,.041,.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,.151,0.2,1.7,1.9,1.2,2016-2017,5.0
