,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,name
1,1978-79,23.0,ATL,NBA,C,9.0,,23.6,2.3,5.7,0.412,,,,2.3,5.7,0.412,0.412,1.0,1.4,0.692,2.1,5.8,7.9,0.6,0.3,2.7,1.6,3.2,5.7,Tree Rollins
2,1979-80,24.0,ATL,NBA,C,5.0,,26.8,3.6,6.2,0.581,0.0,0.0,,3.6,6.2,0.581,0.581,1.2,2.0,0.6,3.6,4.0,7.6,0.6,0.4,2.8,1.2,5.0,8.4,Tree Rollins
3,1981-82,26.0,ATL,NBA,C,2.0,,32.5,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,1.5,2.0,0.75,2.5,1.5,4.0,1.0,0.0,3.0,2.5,4.0,3.5,Tree Rollins
4,1982-83,27.0,ATL,NBA,C,3.0,,39.3,4.3,9.0,0.481,0.0,0.0,,4.3,9.0,0.481,0.481,1.0,3.0,0.333,3.3,6.7,10.0,1.0,0.3,3.3,2.0,4.0,9.7,Tree Rollins
5,1983-84,28.0,ATL,NBA,C,5.0,,30.4,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,1.0,1.6,0.625,2.0,4.8,6.8,0.2,0.4,2.0,2.2,4.6,5.0,Tree Rollins
6,1985-86,30.0,ATL,NBA,C,9.0,9.0,27.6,2.9,5.2,0.553,0.0,0.0,,2.9,5.2,0.553,0.553,0.8,1.2,0.636,2.0,6.7,8.7,0.3,0.2,1.7,1.3,3.6,6.6,Tree Rollins
7,1986-87,31.0,ATL,NBA,C,9.0,9.0,24.6,1.7,3.1,0.536,0.0,0.0,,1.7,3.1,0.536,0.536,1.1,1.6,0.714,2.1,3.8,5.9,0.3,0.3,1.8,0.8,3.7,4.4,Tree Rollins
8,1987-88,32.0,ATL,NBA,C,12.0,12.0,27.8,1.7,3.0,0.556,0.0,0.0,,1.7,3.0,0.556,0.556,1.1,1.3,0.867,1.9,4.0,5.9,0.5,0.8,1.6,0.4,3.8,4.4,Tree Rollins
9,1988-89,33.0,CLE,NBA,C,5.0,0.0,14.8,1.2,1.6,0.75,0.0,0.0,,1.2,1.6,0.75,0.75,0.6,1.0,0.6,1.0,2.2,3.2,0.2,0.6,1.4,0.2,2.0,3.0,Tree Rollins
10,1989-90,34.0,CLE,NBA,C,3.0,0.0,12.7,0.3,1.0,0.333,0.0,0.0,,0.3,1.0,0.333,0.333,2.0,2.7,0.75,0.0,2.7,2.7,0.3,0.7,0.3,1.0,2.3,2.7,Tree Rollins
11,1990-91,35.0,DET,NBA,C,6.0,0.0,5.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.2,0.3,0.5,0.0,0.2,0.2,0.3,1.0,0.7,Tree Rollins
12,1992-93,37.0,HOU,NBA,C,6.0,0.0,2.7,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.3,0.0,Tree Rollins
13,1993-94,38.0,ORL,NBA,C,3.0,0.0,9.7,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.0,0.0,,1.0,0.0,1.0,0.0,0.3,0.3,0.0,3.0,1.3,Tree Rollins
14,1994-95,39.0,ORL,NBA,C,14.0,0.0,5.8,0.2,0.4,0.6,0.0,0.0,,0.2,0.4,0.6,0.6,0.1,0.3,0.25,0.3,0.1,0.4,0.0,0.0,0.4,0.3,1.4,0.5,Tree Rollins
0,1975-76,23.0,PHO,NBA,SG,19.0,,29.6,5.1,10.8,0.468,,,,5.1,10.8,0.468,0.468,2.9,3.5,0.833,1.1,2.3,3.3,4.2,0.9,0.3,,4.1,13.0,Ricky Sobers
1,1980-81,28.0,CHI,NBA,PG,6.0,,27.0,5.8,13.5,0.432,0.2,1.0,0.167,5.7,12.5,0.453,0.438,1.3,1.5,0.889,0.5,1.3,1.8,3.7,0.7,0.0,2.5,4.3,13.2,Ricky Sobers
2,1983-84,31.0,WSB,NBA,SG,4.0,,37.5,6.3,14.3,0.439,0.8,2.5,0.3,5.5,11.8,0.468,0.465,2.0,2.5,0.8,0.5,0.8,1.3,4.0,1.3,0.5,2.3,4.8,15.3,Ricky Sobers
0,1996-97,23.0,CHH,NBA,PG,3.0,1.0,28.3,4.3,10.3,0.419,1.7,4.3,0.385,2.7,6.0,0.444,0.5,0.0,0.0,,1.7,1.7,3.3,2.0,0.7,0.0,0.7,3.3,10.3,Tony Delk
1,1999-00,26.0,SAC,NBA,PG,5.0,0.0,20.2,3.6,8.2,0.439,0.6,1.0,0.6,3.0,7.2,0.417,0.476,3.4,4.6,0.739,2.2,1.4,3.6,1.4,0.6,0.0,1.6,2.2,11.2,Tony Delk
2,2000-01,27.0,PHO,NBA,SG,4.0,0.0,28.5,4.5,10.8,0.419,1.0,2.5,0.4,3.5,8.3,0.424,0.465,1.8,2.8,0.636,1.3,2.8,4.0,1.0,0.8,0.0,1.3,1.8,11.8,Tony Delk
3,2001-02,28.0,BOS,NBA,SG,14.0,0.0,16.2,1.6,4.6,0.354,0.9,2.4,0.394,0.7,2.3,0.313,0.454,0.5,0.9,0.583,0.6,1.9,2.4,1.1,0.6,0.4,1.1,0.9,4.7,Tony Delk
4,2002-03,29.0,BOS,NBA,PG,10.0,10.0,36.8,5.4,11.4,0.474,2.2,4.9,0.449,3.2,6.5,0.492,0.57,2.8,3.2,0.875,0.5,4.2,4.7,3.6,1.2,0.4,1.3,2.4,15.8,Tony Delk
5,2003-04,30.0,DAL,NBA,SG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Tony Delk
6,2005-06,32.0,DET,NBA,PG,16.0,0.0,8.6,1.2,2.9,0.404,0.2,0.9,0.2,1.0,2.0,0.5,0.436,0.4,0.6,0.7,0.3,0.9,1.1,0.5,0.4,0.0,0.3,0.9,3.0,Tony Delk
0,2006-07,22.0,CHI,NBA,SG,9.0,0.0,11.0,1.1,2.9,0.385,0.3,0.9,0.375,0.8,2.0,0.389,0.442,0.8,1.3,0.583,0.4,1.4,1.9,0.8,0.2,0.0,0.8,1.2,3.3,Thabo Sefolosha
1,2009-10,25.0,OKC,NBA,SG,6.0,6.0,21.2,1.3,4.5,0.296,0.5,2.2,0.231,0.8,2.3,0.357,0.352,1.3,1.5,0.889,0.5,2.5,3.0,1.2,0.8,1.0,0.3,2.5,4.5,Thabo Sefolosha
2,2010-11,26.0,OKC,NBA,SG,17.0,17.0,20.2,1.8,3.9,0.463,0.2,1.5,0.154,1.6,2.4,0.659,0.493,0.8,0.8,1.0,0.7,2.4,3.1,0.7,0.9,0.3,0.9,1.4,4.6,Thabo Sefolosha
3,2011-12,27.0,OKC,NBA,SG,20.0,20.0,22.3,2.1,5.1,0.402,0.8,2.5,0.327,1.3,2.7,0.472,0.48,0.4,0.5,0.889,0.6,2.1,2.7,1.3,1.5,0.5,0.6,2.2,5.3,Thabo Sefolosha
4,2012-13,28.0,OKC,NBA,SG,11.0,11.0,27.3,1.9,5.5,0.344,1.1,3.5,0.316,0.8,2.1,0.391,0.443,0.8,1.0,0.818,1.2,3.3,4.5,2.1,1.1,0.5,0.7,2.4,5.7,Thabo Sefolosha
5,2013-14,29.0,OKC,NBA,SG,15.0,13.0,15.7,1.5,3.7,0.418,0.4,1.5,0.261,1.1,2.1,0.531,0.473,0.3,0.3,0.8,0.5,1.6,2.1,0.7,0.7,0.0,0.5,0.7,3.7,Thabo Sefolosha
6,2015-16,31.0,ATL,NBA,SF,10.0,2.0,20.3,2.2,4.6,0.478,0.7,1.9,0.368,1.5,2.7,0.556,0.554,0.8,1.5,0.533,0.8,3.3,4.1,1.7,1.0,0.6,1.0,1.7,5.9,Thabo Sefolosha
7,2016-17,32.0,ATL,NBA,SF,4.0,0.0,2.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,Thabo Sefolosha
8,2018-19,34.0,UTA,NBA,SF,4.0,0.0,10.5,0.5,3.5,0.143,0.3,2.0,0.125,0.3,1.5,0.167,0.179,0.0,0.0,,0.3,1.8,2.0,0.5,0.0,0.0,0.3,0.8,1.3,Thabo Sefolosha
0,2003-04,23.0,DAL,NBA,SG,5.0,5.0,36.8,6.4,15.0,0.427,0.2,1.4,0.143,6.2,13.6,0.456,0.433,2.8,4.4,0.636,2.0,4.2,6.2,3.0,2.0,0.6,3.0,2.8,15.8,Marquis Daniels
1,2004-05,24.0,DAL,NBA,SG,11.0,0.0,15.0,2.4,5.5,0.433,0.1,0.5,0.167,2.3,4.9,0.463,0.442,1.7,2.5,0.704,1.4,1.7,3.1,1.3,0.5,0.3,1.2,1.4,6.5,Marquis Daniels
2,2005-06,25.0,DAL,NBA,SG,20.0,0.0,11.1,1.3,2.8,0.446,0.1,0.3,0.4,1.2,2.6,0.451,0.464,0.8,1.1,0.762,0.5,0.6,1.1,1.3,0.3,0.1,0.6,1.3,3.4,Marquis Daniels
3,2009-10,29.0,BOS,NBA,SF,11.0,0.0,3.4,0.5,1.2,0.385,0.1,0.2,0.5,0.4,1.0,0.364,0.423,0.5,0.5,1.0,0.5,0.5,0.9,0.1,0.0,0.0,0.3,0.4,1.5,Marquis Daniels
4,2011-12,31.0,BOS,NBA,SG,15.0,0.0,6.1,0.7,1.3,0.579,0.0,0.1,0.0,0.7,1.1,0.647,0.579,0.5,0.7,0.8,0.1,0.6,0.7,0.2,0.1,0.1,0.1,0.9,2.0,Marquis Daniels
5,2012-13,32.0,MIL,NBA,SF,3.0,0.0,11.0,2.0,3.7,0.545,0.0,0.7,0.0,2.0,3.0,0.667,0.545,0.0,0.0,,0.0,1.3,1.3,1.3,0.3,0.0,0.3,1.0,4.0,Marquis Daniels
0,1996-97,26.0,LAC,NBA,SG,3.0,0.0,12.7,1.3,3.7,0.364,0.7,1.7,0.4,0.7,2.0,0.333,0.455,2.0,2.3,0.857,0.3,0.3,0.7,0.0,0.3,0.0,0.0,1.7,5.3,Eric Piatkowski
1,2003-04,33.0,HOU,NBA,SF,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Eric Piatkowski
2,2004-05,34.0,CHI,NBA,SG,5.0,0.0,13.2,1.2,3.8,0.316,1.0,2.6,0.385,0.2,1.2,0.167,0.447,1.2,1.4,0.857,0.2,1.6,1.8,0.6,0.8,0.2,0.2,0.6,4.6,Eric Piatkowski
3,2005-06,35.0,CHI,NBA,SG,6.0,0.0,4.7,0.5,1.0,0.5,0.3,0.8,0.4,0.2,0.2,1.0,0.667,0.3,0.3,1.0,0.2,0.7,0.8,0.2,0.0,0.2,0.0,0.2,1.7,Eric Piatkowski
4,2006-07,36.0,PHO,NBA,SG,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Eric Piatkowski
5,2007-08,37.0,PHO,NBA,SF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Eric Piatkowski
0,2000-01,22.0,CHH,NBA,C,10.0,0.0,11.0,1.6,2.8,0.571,0.0,0.0,,1.6,2.8,0.571,0.571,0.7,2.3,0.304,0.8,2.0,2.8,0.3,0.0,0.6,0.4,2.0,3.9,Jamaal Magloire
1,2001-02,23.0,CHH,NBA,C,8.0,0.0,21.0,2.8,5.0,0.55,0.0,0.0,,2.8,5.0,0.55,0.55,6.8,8.9,0.761,2.1,3.5,5.6,0.6,0.0,1.9,2.1,3.8,12.3,Jamaal Magloire
2,2002-03,24.0,NOH,NBA,C,6.0,6.0,31.3,3.7,8.2,0.449,0.0,0.0,,3.7,8.2,0.449,0.449,4.2,5.5,0.758,2.8,5.5,8.3,0.3,0.7,1.0,1.5,2.5,11.5,Jamaal Magloire
3,2003-04,25.0,NOH,NBA,C,7.0,7.0,34.1,4.0,9.6,0.418,0.0,0.1,0.0,4.0,9.4,0.424,0.418,3.0,4.0,0.75,2.3,6.9,9.1,0.7,0.4,1.0,1.6,3.1,11.0,Jamaal Magloire
4,2005-06,27.0,MIL,NBA,C,5.0,5.0,27.0,3.6,7.6,0.474,0.0,0.0,,3.6,7.6,0.474,0.474,1.8,3.0,0.6,2.2,5.8,8.0,1.0,0.4,1.2,1.2,2.8,9.0,Jamaal Magloire
5,2008-09,30.0,MIA,NBA,C,6.0,0.0,7.8,0.2,0.5,0.333,0.0,0.0,,0.2,0.5,0.333,0.333,0.0,0.0,,0.8,1.0,1.8,0.2,0.0,0.0,0.5,1.5,0.3,Jamaal Magloire
6,2009-10,31.0,MIA,NBA,C,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Jamaal Magloire
7,2010-11,32.0,MIA,NBA,C,3.0,0.0,6.0,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.0,0.0,,0.3,1.3,1.7,0.7,0.3,0.0,0.3,1.3,1.3,Jamaal Magloire
0,2008-09,20.0,MIA,NBA,PF,7.0,0.0,25.4,4.9,12.6,0.386,0.6,1.9,0.308,4.3,10.7,0.4,0.409,1.9,2.4,0.765,1.4,5.9,7.3,1.0,0.3,1.0,1.6,2.0,12.1,Michael Beasley
1,2009-10,21.0,MIA,NBA,PF,5.0,5.0,27.0,4.4,9.8,0.449,0.2,0.4,0.5,4.2,9.4,0.447,0.459,1.4,1.8,0.778,2.0,3.8,5.8,0.6,0.8,0.0,2.6,2.0,10.4,Michael Beasley
2,2013-14,25.0,MIA,NBA,SF,4.0,0.0,5.8,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1.0,0.5,0.0,0.0,0.3,0.8,2.8,Michael Beasley
3,2015-16,27.0,HOU,NBA,PF,5.0,0.0,16.0,4.4,9.2,0.478,0.4,1.2,0.333,4.0,8.0,0.5,0.5,1.2,1.4,0.857,0.8,3.4,4.2,0.6,0.2,0.0,1.4,1.6,10.4,Michael Beasley
4,2016-17,28.0,MIL,NBA,PF,4.0,0.0,12.0,1.8,5.0,0.35,0.8,1.3,0.6,1.0,3.8,0.267,0.425,0.0,1.0,0.0,0.5,1.8,2.3,0.3,0.3,0.3,0.5,2.0,4.3,Michael Beasley
0,2006-07,22.0,NJN,NBA,SG,6.0,0.0,1.5,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3,Hassan Adams
0,2017-18,26.0,HOU,NBA,C,7.0,0.0,2.7,0.1,0.6,0.25,0.0,0.0,,0.1,0.6,0.25,0.25,0.0,0.0,,0.3,0.6,0.9,0.3,0.0,0.1,0.1,0.7,0.3,Tarik Black
0,2014-15,30.0,LAC,NBA,SG,7.0,0.0,5.4,0.9,2.0,0.429,0.3,1.0,0.286,0.6,1.0,0.571,0.5,0.0,0.0,,0.0,0.1,0.1,1.0,0.3,0.1,0.4,1.1,2.0,Lester Hudson
0,2013-14,22.0,IND,NBA,SF,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Solomon Hill
1,2015-16,24.0,IND,NBA,SF,7.0,0.0,28.3,2.0,4.4,0.452,1.6,2.7,0.579,0.4,1.7,0.25,0.629,2.1,2.3,0.938,0.7,3.3,4.0,1.1,0.3,0.0,0.4,2.9,7.7,Solomon Hill
2,2017-18,26.0,NOP,NBA,SF,9.0,0.0,12.7,1.0,2.8,0.36,0.7,1.8,0.375,0.3,1.0,0.333,0.48,1.0,1.1,0.9,0.7,1.2,1.9,0.8,0.1,0.1,0.7,1.9,3.7,Solomon Hill
3,2019-20,28.0,MIA,NBA,PF,7.0,0.0,6.0,0.7,1.3,0.556,0.3,0.9,0.333,0.4,0.4,1.0,0.667,0.0,0.0,,0.1,0.9,1.0,0.4,0.1,0.0,0.0,0.7,1.7,Solomon Hill
4,2020-21,29.0,ATL,NBA,PF,14.0,3.0,10.4,0.4,1.7,0.25,0.2,1.3,0.167,0.2,0.4,0.5,0.313,0.1,0.3,0.5,0.2,1.1,1.4,0.2,0.1,0.1,0.1,1.3,1.2,Solomon Hill
0,1983-84,23.0,DET,NBA,PF,5.0,,20.2,3.0,3.8,0.789,0.0,0.0,,3.0,3.8,0.789,0.789,2.0,3.2,0.625,2.2,2.6,4.8,0.2,0.2,0.4,0.6,3.0,8.0,Cliff Levingston
1,1985-86,25.0,ATL,NBA,PF,9.0,0.0,20.0,2.4,4.1,0.595,0.1,0.1,1.0,2.3,4.0,0.583,0.608,0.8,1.0,0.778,1.7,2.9,4.6,0.3,0.4,1.0,1.0,2.6,5.8,Cliff Levingston
2,1986-87,26.0,ATL,NBA,PF,9.0,0.0,12.0,0.8,2.0,0.389,0.0,0.1,0.0,0.8,1.9,0.412,0.389,1.6,2.0,0.778,1.3,2.4,3.8,0.3,0.0,0.3,0.4,2.3,3.1,Cliff Levingston
3,1987-88,27.0,ATL,NBA,PF,12.0,0.0,13.6,2.0,4.2,0.48,0.0,0.0,,2.0,4.2,0.48,0.48,1.0,1.3,0.75,1.2,1.0,2.2,0.6,0.4,0.4,0.7,2.1,5.0,Cliff Levingston
4,1988-89,28.0,ATL,NBA,PF,5.0,0.0,15.4,0.6,2.2,0.273,0.2,0.2,1.0,0.4,2.0,0.2,0.318,1.8,2.0,0.9,1.2,2.2,3.4,0.4,0.0,0.6,0.6,3.0,3.2,Cliff Levingston
5,1990-91,30.0,CHI,NBA,PF,17.0,0.0,11.3,1.2,2.4,0.512,0.0,0.0,,1.2,2.4,0.512,0.512,0.2,0.4,0.5,1.3,1.1,2.4,0.4,0.6,0.4,0.1,1.6,2.6,Cliff Levingston
6,1991-92,31.0,CHI,NBA,PF,22.0,0.0,8.7,1.1,2.6,0.439,0.0,0.0,0.0,1.1,2.5,0.446,0.439,0.6,1.3,0.5,0.8,1.1,1.9,0.4,0.2,0.3,0.5,1.4,2.9,Cliff Levingston
7,1994-95,34.0,DEN,NBA,PF,3.0,0.0,11.7,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.3,0.7,0.5,2.0,1.0,3.0,0.3,1.0,0.7,0.7,1.3,2.3,Cliff Levingston
0,2006-07,25.0,UTA,NBA,PF,17.0,17.0,38.5,9.5,17.8,0.536,0.0,0.0,,9.5,17.8,0.536,0.536,4.5,6.1,0.738,3.2,9.0,12.2,2.9,1.0,0.3,3.0,3.1,23.5,Carlos Ogden
1,2007-08,26.0,UTA,NBA,PF,12.0,12.0,36.8,6.3,15.3,0.415,0.0,0.0,,6.3,15.3,0.415,0.415,3.3,4.7,0.714,3.5,8.8,12.3,2.8,0.5,0.2,3.0,3.9,16.0,Carlos Ogden
2,2008-09,27.0,UTA,NBA,PF,5.0,5.0,37.2,7.6,14.4,0.528,0.0,0.0,,7.6,14.4,0.528,0.528,5.4,7.0,0.771,2.4,10.8,13.2,2.2,1.6,0.4,3.0,3.6,20.6,Carlos Ogden
3,2009-10,28.0,UTA,NBA,PF,10.0,10.0,40.2,8.9,16.8,0.53,0.0,0.0,,8.9,16.8,0.53,0.53,1.9,3.5,0.543,3.3,9.9,13.2,3.0,0.4,0.7,2.4,3.8,19.7,Carlos Ogden
4,2010-11,29.0,CHI,NBA,C,16.0,16.0,31.7,4.8,11.1,0.433,0.0,0.1,0.0,4.8,11.1,0.435,0.433,3.0,3.8,0.8,2.5,7.2,9.7,1.8,0.6,0.4,1.8,3.1,12.6,Carlos Ogden
5,2011-12,30.0,CHI,NBA,PF,6.0,6.0,33.3,6.3,15.0,0.422,0.0,0.0,,6.3,15.0,0.422,0.422,0.8,1.2,0.714,1.7,8.2,9.8,3.0,0.8,0.3,3.8,3.3,13.5,Carlos Ogden
6,2012-13,31.0,CHI,NBA,PF,12.0,12.0,35.9,6.9,14.0,0.494,0.0,0.1,0.0,6.9,13.9,0.497,0.494,2.6,3.8,0.689,2.9,6.7,9.6,1.5,0.8,0.1,2.4,3.0,16.4,Carlos Ogden
7,2013-14,32.0,CHI,NBA,PF,5.0,5.0,24.2,4.0,9.4,0.426,0.0,0.0,,4.0,9.4,0.426,0.426,1.6,1.8,0.889,1.6,6.2,7.8,1.0,0.2,0.0,1.4,2.6,9.6,Carlos Ogden
0,1990-91,23.0,HOU,NBA,SG,2.0,0.0,10.5,2.5,6.5,0.385,0.0,0.5,0.0,2.5,6.0,0.417,0.385,3.0,3.0,1.0,0.5,1.0,1.5,2.0,0.5,0.0,0.5,2.0,8.0,Dave Jamerson
0,1990-91,22.0,UTA,NBA,C,2.0,0.0,3.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.0,Walter Palmer
0,1984-85,30.0,POR,NBA,C,3.0,0.0,3.3,0.7,1.0,0.667,0.0,0.0,,0.7,1.0,0.667,0.667,1.0,1.3,0.75,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.0,2.3,Tom Scheffler
0,1980-81,23.0,PHO,NBA,PG,7.0,,14.6,2.7,5.1,0.528,0.6,1.1,0.5,2.1,4.0,0.536,0.583,1.0,1.0,1.0,0.3,1.6,1.9,1.6,0.7,0.0,1.0,1.1,7.0,Kyle Macy
1,1981-82,24.0,PHO,NBA,PG,7.0,,34.7,5.4,12.7,0.427,0.6,1.6,0.364,4.9,11.1,0.436,0.449,2.1,2.3,0.938,1.6,1.6,3.1,4.0,1.0,0.1,1.9,3.0,13.6,Kyle Macy
2,1982-83,25.0,PHO,NBA,PG,3.0,,24.0,5.0,11.7,0.429,0.0,1.0,0.0,5.0,10.7,0.469,0.429,1.7,2.3,0.714,0.7,2.0,2.7,3.0,0.3,0.0,0.3,2.0,11.7,Kyle Macy
3,1983-84,26.0,PHO,NBA,PG,17.0,,36.5,4.5,9.2,0.49,0.6,1.3,0.455,3.9,7.9,0.496,0.522,0.7,0.9,0.75,0.8,2.4,3.2,5.8,1.3,0.1,1.5,2.5,10.4,Kyle Macy
4,1984-85,27.0,PHO,NBA,PG,3.0,3.0,28.3,4.3,8.7,0.5,0.3,1.3,0.25,4.0,7.3,0.545,0.519,1.3,1.7,0.8,1.0,1.7,2.7,3.0,2.0,0.0,2.0,1.7,10.3,Kyle Macy
5,1985-86,28.0,CHI,NBA,PG,3.0,3.0,29.0,1.7,4.7,0.357,0.3,1.3,0.25,1.3,3.3,0.4,0.393,0.3,0.3,1.0,0.7,0.7,1.3,3.3,0.7,0.0,0.3,3.0,4.0,Kyle Macy
6,1986-87,29.0,IND,NBA,PG,4.0,0.0,12.3,0.5,1.5,0.333,0.0,0.3,0.0,0.5,1.3,0.4,0.333,0.0,0.3,0.0,0.0,0.8,0.8,1.3,0.3,0.0,0.8,1.8,1.0,Kyle Macy
0,1973-74,21.0,NYA,ABA,PF,14.0,,33.6,7.2,14.6,0.495,0.0,0.0,,7.2,14.6,0.495,0.495,1.4,2.2,0.613,4.8,6.9,11.6,1.8,1.1,0.1,2.7,2.4,15.8,Larry Kenon
1,1974-75,22.0,NYA,ABA,PF,5.0,,39.8,9.4,17.6,0.534,0.0,0.0,,9.4,17.6,0.534,0.534,2.6,3.4,0.765,4.2,8.6,12.8,1.0,2.0,0.0,3.8,3.4,21.4,Larry Kenon
2,1975-76,23.0,SAA,ABA,PF,7.0,,39.6,8.7,18.7,0.466,0.1,0.4,0.333,8.6,18.3,0.469,0.469,3.9,4.3,0.9,4.3,7.1,11.4,2.3,0.7,0.6,4.7,2.3,21.4,Larry Kenon
3,1976-77,24.0,SAS,NBA,PF,2.0,,39.5,8.0,16.5,0.485,,,,8.0,16.5,0.485,0.485,1.0,1.0,1.0,1.5,6.0,7.5,3.0,2.5,0.5,,4.5,17.0,Larry Kenon
4,1977-78,25.0,SAS,NBA,SF,6.0,,33.3,7.7,17.2,0.447,,,,7.7,17.2,0.447,0.447,2.3,3.2,0.737,2.7,6.5,9.2,3.7,0.8,0.3,3.2,3.8,17.7,Larry Kenon
5,1978-79,26.0,SAS,NBA,PF,14.0,,39.8,9.1,20.9,0.438,,,,9.1,20.9,0.438,0.438,2.8,3.8,0.736,4.1,7.4,11.4,3.0,1.4,0.1,2.4,3.0,21.1,Larry Kenon
6,1979-80,27.0,SAS,NBA,PF,3.0,,27.0,3.3,11.3,0.294,0.0,0.0,,3.3,11.3,0.294,0.294,2.0,3.7,0.545,2.0,2.3,4.3,1.3,0.0,0.0,1.7,2.0,8.7,Larry Kenon
7,1980-81,28.0,CHI,NBA,SF,6.0,,19.0,3.0,7.7,0.391,0.0,0.2,0.0,3.0,7.5,0.4,0.391,0.7,1.3,0.5,2.8,1.7,4.5,1.3,0.7,0.2,0.2,0.7,6.7,Larry Kenon
0,2001-02,24.0,BOS,NBA,SG,16.0,16.0,42.0,7.6,18.9,0.403,1.9,6.5,0.288,5.8,12.4,0.462,0.452,7.5,9.8,0.764,1.7,6.9,8.6,4.1,1.7,1.3,3.8,3.3,24.6,Paul Pierce
1,2002-03,25.0,BOS,NBA,SG,10.0,10.0,44.5,7.7,19.3,0.399,1.6,4.5,0.356,6.1,14.8,0.412,0.44,10.1,11.7,0.863,1.1,7.9,9.0,6.7,2.1,0.8,4.4,3.8,27.1,Paul Pierce
2,2003-04,26.0,BOS,NBA,SG,4.0,4.0,40.5,6.5,19.0,0.342,1.3,4.3,0.294,5.3,14.8,0.356,0.375,6.5,7.8,0.839,1.5,7.3,8.8,2.5,1.3,1.0,6.3,3.0,20.8,Paul Pierce
3,2004-05,27.0,BOS,NBA,SF,7.0,7.0,39.6,6.7,13.3,0.505,1.0,3.9,0.259,5.7,9.4,0.606,0.543,8.4,9.7,0.868,1.0,6.7,7.7,4.6,1.9,1.4,2.7,2.6,22.9,Paul Pierce
4,2007-08,30.0,BOS,NBA,SF,26.0,26.0,38.1,6.3,14.2,0.441,1.7,4.6,0.361,4.6,9.7,0.478,0.499,5.5,6.8,0.802,0.8,4.2,5.0,4.6,1.1,0.3,3.2,3.5,19.7,Paul Pierce
5,2008-09,31.0,BOS,NBA,SF,14.0,14.0,39.7,6.8,15.8,0.43,1.4,4.1,0.333,5.4,11.7,0.463,0.473,6.1,7.2,0.842,0.3,5.5,5.8,3.1,1.1,0.4,2.4,3.1,21.0,Paul Pierce
6,2009-10,32.0,BOS,NBA,SF,24.0,24.0,38.8,6.1,14.0,0.438,1.7,4.3,0.392,4.5,9.8,0.457,0.497,4.9,5.9,0.824,0.8,5.1,6.0,3.4,1.0,0.6,2.7,3.3,18.8,Paul Pierce
7,2010-11,33.0,BOS,NBA,SF,9.0,9.0,38.1,7.6,16.4,0.459,2.3,5.2,0.447,5.2,11.2,0.465,0.53,3.3,3.8,0.882,0.6,4.4,5.0,2.8,1.3,0.4,2.7,3.3,20.8,Paul Pierce
