,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,name
0,2016-17,20.0,MIL,NBA,SG,3.0,0.0,3.3,0.7,1.3,0.5,0.7,0.7,1.0,0.0,0.7,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Rashad Vaughn
0,1978-79,26.0,KCK,NBA,PF,5.0,,23.6,4.4,10.2,0.431,,,,4.4,10.2,0.431,0.431,1.2,1.6,0.75,3.0,4.2,7.2,0.6,2.6,0.0,1.6,4.0,10.0,Bill Robinzine
1,1979-80,27.0,KCK,NBA,PF,3.0,,23.0,4.3,8.0,0.542,0.0,0.0,,4.3,8.0,0.542,0.542,2.3,3.3,0.7,2.3,3.7,6.0,0.0,1.0,0.0,2.0,2.0,11.0,Bill Robinzine
0,2004-05,24.0,DET,NBA,SF,14.0,0.0,2.7,0.1,0.5,0.286,0.0,0.0,,0.1,0.5,0.286,0.286,0.0,0.0,,0.1,0.3,0.4,0.0,0.0,0.0,0.1,0.4,0.3,Ronald Dupree
0,1980-81,22.0,IND,NBA,SF,2.0,,28.0,4.5,12.5,0.36,0.0,0.0,,4.5,12.5,0.36,0.36,3.0,3.5,0.857,3.0,2.0,5.0,2.0,2.5,0.5,3.0,2.0,12.0,Louis Orr
1,1982-83,24.0,NYK,NBA,SF,6.0,,17.5,3.0,7.8,0.383,0.0,0.0,,3.0,7.8,0.383,0.383,1.7,1.7,1.0,1.3,2.2,3.5,0.5,0.8,0.7,1.3,1.7,7.7,Louis Orr
2,1983-84,25.0,NYK,NBA,SF,12.0,,19.1,2.4,5.8,0.414,0.0,0.0,,2.4,5.8,0.414,0.414,1.3,1.6,0.789,1.8,2.3,4.2,0.5,0.3,0.1,0.8,2.7,6.1,Louis Orr
3,1987-88,29.0,NYK,NBA,SF,2.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,Louis Orr
0,1976-77,23.0,POR,NBA,PG,19.0,,35.9,7.1,16.9,0.417,,,,7.1,16.9,0.417,0.417,3.2,4.6,0.682,0.7,2.1,2.7,4.5,2.5,0.3,,3.9,17.3,Lionel Hollins
1,1977-78,24.0,POR,NBA,PG,6.0,,37.2,6.7,14.8,0.449,,,,6.7,14.8,0.449,0.449,3.3,4.8,0.69,0.8,4.0,4.8,5.5,1.2,0.0,3.2,3.5,16.7,Lionel Hollins
2,1978-79,25.0,POR,NBA,PG,3.0,,22.0,2.7,8.7,0.308,,,,2.7,8.7,0.308,0.308,1.7,2.3,0.714,0.3,0.7,1.0,1.7,1.0,0.0,2.3,2.7,7.0,Lionel Hollins
3,1979-80,26.0,PHI,NBA,SG,18.0,,34.3,5.4,12.9,0.416,0.0,0.6,0.0,5.4,12.4,0.435,0.416,3.0,3.8,0.794,0.9,3.0,3.9,6.3,1.5,0.2,2.6,2.7,13.8,Lionel Hollins
4,1980-81,27.0,PHI,NBA,PG,16.0,,30.6,4.2,9.5,0.441,0.0,0.1,0.0,4.2,9.4,0.444,0.441,1.8,2.3,0.784,0.5,1.6,2.1,4.1,1.1,0.1,1.2,2.6,10.2,Lionel Hollins
5,1981-82,28.0,PHI,NBA,PG,8.0,,14.3,1.9,6.1,0.306,0.0,0.1,0.0,1.9,6.0,0.313,0.306,0.5,0.8,0.667,0.1,1.0,1.1,3.1,1.1,0.1,1.6,1.4,4.3,Lionel Hollins
6,1983-84,30.0,DET,NBA,PG,2.0,,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,Lionel Hollins
7,1984-85,31.0,HOU,NBA,PG,5.0,1.0,18.8,1.6,5.2,0.308,0.0,0.0,,1.6,5.2,0.308,0.308,0.2,0.2,1.0,0.2,1.6,1.8,3.6,0.8,0.0,1.4,3.2,3.4,Lionel Hollins
0,1984-85,24.0,CLE,NBA,C,4.0,0.0,11.3,3.0,4.8,0.632,0.0,0.0,,3.0,4.8,0.632,0.632,0.3,0.5,0.5,0.8,1.3,2.0,0.0,1.0,0.3,1.3,0.8,6.3,Mel Turpin
1,1987-88,27.0,UTA,NBA,C,7.0,0.0,4.4,0.4,1.3,0.333,0.0,0.0,,0.4,1.3,0.333,0.333,0.3,0.3,1.0,0.4,0.4,0.9,0.3,0.1,0.6,0.3,0.7,1.1,Mel Turpin
0,1993-94,20.0,GSW,NBA,C,3.0,3.0,36.3,7.3,13.3,0.55,0.0,0.7,0.0,7.3,12.7,0.579,0.55,1.0,3.3,0.3,4.3,4.3,8.7,9.0,1.0,3.0,3.0,3.7,15.7,Chris Webber
1,1996-97,23.0,WSB,NBA,PF,3.0,3.0,35.3,6.3,10.0,0.633,1.7,3.7,0.455,4.7,6.3,0.737,0.717,1.3,2.7,0.5,2.3,5.7,8.0,3.3,0.7,2.3,5.3,6.0,15.7,Chris Webber
2,1998-99,25.0,SAC,NBA,PF,5.0,5.0,38.4,6.2,16.0,0.388,0.4,1.4,0.286,5.8,14.6,0.397,0.4,2.0,5.0,0.4,2.6,6.8,9.4,4.0,1.8,1.0,4.0,4.0,14.8,Chris Webber
3,1999-00,26.0,SAC,NBA,PF,5.0,5.0,39.2,9.4,22.0,0.427,0.2,1.0,0.2,9.2,21.0,0.438,0.432,5.4,6.8,0.794,2.8,6.8,9.6,5.4,1.6,2.0,1.6,2.8,24.4,Chris Webber
4,2000-01,27.0,SAC,NBA,PF,8.0,8.0,43.5,9.5,24.5,0.388,0.0,0.1,0.0,9.5,24.4,0.39,0.388,4.3,6.1,0.694,4.3,7.3,11.5,3.1,1.1,1.0,3.9,3.6,23.3,Chris Webber
5,2001-02,28.0,SAC,NBA,PF,16.0,16.0,41.7,10.0,19.9,0.502,0.0,0.3,0.0,10.0,19.7,0.508,0.502,3.7,6.2,0.596,3.1,7.8,10.8,4.7,0.9,1.6,2.9,4.0,23.7,Chris Webber
6,2002-03,29.0,SAC,NBA,PF,7.0,7.0,35.1,9.6,19.3,0.496,0.0,0.4,0.0,9.6,18.9,0.508,0.496,4.6,7.0,0.653,2.6,5.7,8.3,3.6,1.4,1.1,3.3,3.6,23.7,Chris Webber
7,2003-04,30.0,SAC,NBA,PF,12.0,12.0,37.2,7.5,16.6,0.452,0.1,0.3,0.25,7.4,16.3,0.456,0.455,3.3,5.4,0.615,2.0,6.3,8.3,3.7,1.3,0.8,3.2,2.8,18.4,Chris Webber
8,2004-05,31.0,PHI,NBA,PF,5.0,5.0,37.2,7.8,19.0,0.411,1.0,2.8,0.357,6.8,16.2,0.42,0.437,2.4,3.2,0.75,2.4,3.4,5.8,2.8,1.2,0.2,2.2,4.0,19.0,Chris Webber
9,2006-07,33.0,DET,NBA,PF,16.0,16.0,25.3,4.1,7.9,0.524,0.0,0.1,0.0,4.1,7.8,0.528,0.524,1.6,3.1,0.531,2.3,4.0,6.3,1.5,0.9,0.6,1.6,3.2,9.9,Chris Webber
0,2018-19,27.0,DET,NBA,SG,4.0,0.0,27.5,2.8,8.5,0.324,2.3,6.3,0.36,0.5,2.3,0.222,0.456,0.0,0.0,,0.5,3.3,3.8,1.0,0.5,1.0,0.5,2.5,7.8,Langston Galloway
1,2020-21,29.0,PHO,NBA,SG,2.0,0.0,7.5,0.5,3.5,0.143,0.0,1.0,0.0,0.5,2.5,0.2,0.143,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,Langston Galloway
0,1999-00,24.0,MIA,NBA,PG,10.0,3.0,27.5,3.2,7.7,0.416,0.1,0.6,0.167,3.1,7.1,0.437,0.422,1.2,1.6,0.75,0.8,3.2,4.0,5.6,1.2,0.2,2.3,2.2,7.7,Anthony Carter
1,2000-01,25.0,MIA,NBA,PG,3.0,1.0,23.0,3.0,6.3,0.474,0.0,0.3,0.0,3.0,6.0,0.5,0.474,0.0,0.0,,0.0,2.0,2.0,3.7,0.7,0.3,3.3,3.0,6.0,Anthony Carter
2,2006-07,31.0,DEN,NBA,PG,1.0,0.0,14.0,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,Anthony Carter
3,2007-08,32.0,DEN,NBA,PG,4.0,1.0,15.3,1.0,3.5,0.286,0.0,1.3,0.0,1.0,2.3,0.444,0.286,0.0,0.0,,0.5,2.0,2.5,3.5,0.3,0.3,0.8,1.5,2.0,Anthony Carter
4,2008-09,33.0,DEN,NBA,PG,16.0,0.0,14.3,1.3,3.1,0.408,0.1,0.8,0.167,1.1,2.3,0.486,0.429,0.1,0.3,0.5,0.7,1.3,2.0,2.1,0.9,0.1,0.7,1.7,2.8,Anthony Carter
5,2009-10,34.0,DEN,NBA,PG,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Anthony Carter
6,2010-11,35.0,NYK,NBA,PG,4.0,0.0,12.3,2.0,3.8,0.533,0.3,0.8,0.333,1.8,3.0,0.583,0.567,0.5,0.5,1.0,0.5,1.5,2.0,1.5,0.5,0.3,1.0,0.3,4.8,Anthony Carter
0,2004-05,24.0,SEA,NBA,C,11.0,0.0,19.8,3.4,5.5,0.607,0.1,0.1,1.0,3.3,5.5,0.6,0.615,1.5,2.5,0.63,2.0,3.0,5.0,0.5,0.3,0.5,0.5,3.6,8.4,Nick Collison
1,2009-10,29.0,OKC,NBA,C,6.0,0.0,21.5,1.3,4.0,0.333,0.0,0.2,0.0,1.3,3.8,0.348,0.333,0.5,1.2,0.429,2.0,2.7,4.7,0.3,0.8,0.2,0.7,3.3,3.2,Nick Collison
2,2010-11,30.0,OKC,NBA,C,17.0,0.0,24.3,2.8,4.5,0.632,0.0,0.0,,2.8,4.5,0.632,0.632,1.1,1.4,0.783,2.8,3.0,5.8,0.9,0.9,0.9,0.8,3.7,6.7,Nick Collison
3,2011-12,31.0,OKC,NBA,PF,20.0,0.0,16.6,1.7,2.6,0.647,0.0,0.0,,1.7,2.6,0.647,0.647,0.2,0.4,0.429,1.5,1.9,3.4,1.0,0.6,0.3,0.6,2.6,3.5,Nick Collison
4,2012-13,32.0,OKC,NBA,C,11.0,0.0,16.2,2.0,4.3,0.468,0.0,0.0,,2.0,4.3,0.468,0.468,1.0,1.1,0.917,2.3,2.4,4.6,1.1,0.5,1.0,0.9,3.4,5.0,Nick Collison
5,2013-14,33.0,OKC,NBA,PF,17.0,2.0,10.8,0.7,1.7,0.414,0.1,0.3,0.4,0.6,1.4,0.417,0.448,0.4,0.6,0.7,0.7,1.5,2.2,0.8,0.2,0.4,0.4,1.6,1.9,Nick Collison
6,2015-16,35.0,OKC,NBA,PF,9.0,0.0,8.8,0.4,0.7,0.667,0.0,0.0,,0.4,0.7,0.667,0.667,0.1,0.2,0.5,0.3,0.9,1.2,0.6,0.9,0.0,0.1,1.9,1.0,Nick Collison
0,2007-08,23.0,ATL,NBA,C,7.0,0.0,15.0,1.0,3.6,0.28,0.0,0.1,0.0,1.0,3.4,0.292,0.28,2.1,3.0,0.714,1.3,1.6,2.9,0.3,0.3,0.0,1.3,3.1,4.1,Zaza Pachulia
1,2008-09,24.0,ATL,NBA,C,11.0,1.0,23.6,2.0,4.8,0.415,0.0,0.0,,2.0,4.8,0.415,0.415,2.9,3.8,0.762,2.5,4.4,6.9,0.3,0.5,0.3,1.3,3.6,6.9,Zaza Pachulia
2,2009-10,25.0,ATL,NBA,C,11.0,0.0,14.6,1.6,3.2,0.514,0.0,0.0,,1.6,3.2,0.514,0.514,1.4,2.2,0.625,1.7,1.7,3.5,0.3,0.2,0.6,0.8,3.1,4.6,Zaza Pachulia
3,2010-11,26.0,ATL,NBA,C,11.0,0.0,17.7,1.0,2.1,0.478,0.0,0.0,,1.0,2.1,0.478,0.478,1.5,2.0,0.773,1.5,3.4,4.9,1.2,0.2,0.1,0.8,3.4,3.5,Zaza Pachulia
4,2014-15,30.0,MIL,NBA,C,6.0,6.0,21.5,2.7,6.7,0.4,0.0,0.0,,2.7,6.7,0.4,0.4,1.3,2.2,0.615,1.8,4.8,6.7,1.5,1.7,0.5,0.8,2.5,6.7,Zaza Pachulia
5,2015-16,31.0,DAL,NBA,C,5.0,4.0,22.4,1.8,4.8,0.375,0.0,0.0,,1.8,4.8,0.375,0.375,3.0,3.4,0.882,2.0,3.4,5.4,3.2,0.6,0.2,0.4,2.6,6.6,Zaza Pachulia
6,2016-17,32.0,GSW,NBA,C,15.0,15.0,14.1,2.1,4.0,0.533,0.0,0.1,0.0,2.1,3.9,0.542,0.533,0.9,1.1,0.765,1.2,2.6,3.8,0.8,0.5,0.3,0.9,2.1,5.1,Zaza Pachulia
7,2017-18,33.0,GSW,NBA,C,7.0,0.0,3.7,0.6,1.0,0.571,0.0,0.0,,0.6,1.0,0.571,0.571,1.3,1.7,0.75,0.9,0.9,1.7,0.1,0.4,0.1,0.4,0.1,2.4,Zaza Pachulia
8,2018-19,34.0,DET,NBA,C,2.0,0.0,11.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.5,1.0,0.5,0.5,4.0,4.5,0.0,0.0,0.0,0.5,1.5,2.5,Zaza Pachulia
0,2013-14,23.0,GSW,NBA,C,3.0,0.0,2.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.7,0.0,Ognjen Kuzmic
0,2003-04,27.0,MEM,NBA,SG,4.0,4.0,32.5,3.8,9.3,0.405,0.3,1.5,0.167,3.5,7.8,0.452,0.419,4.8,5.3,0.905,2.0,3.5,5.5,1.0,2.3,0.5,1.5,3.3,12.5,James Posey
1,2004-05,28.0,MEM,NBA,SF,4.0,0.0,25.0,2.8,6.3,0.44,1.8,3.8,0.467,1.0,2.5,0.4,0.58,2.5,3.3,0.769,0.3,3.0,3.3,1.0,0.5,0.3,1.3,3.5,9.8,James Posey
2,2005-06,29.0,MIA,NBA,SF,22.0,1.0,27.6,2.2,5.2,0.43,1.6,3.8,0.422,0.6,1.4,0.452,0.583,1.2,1.7,0.73,0.7,5.0,5.7,0.9,0.8,0.1,0.5,3.2,7.3,James Posey
3,2006-07,30.0,MIA,NBA,SF,4.0,1.0,34.8,2.5,6.5,0.385,1.5,4.8,0.316,1.0,1.8,0.571,0.5,1.3,1.3,1.0,0.3,7.5,7.8,1.5,2.0,1.3,1.3,4.5,7.8,James Posey
4,2007-08,31.0,BOS,NBA,PF,26.0,0.0,22.0,2.0,4.6,0.437,1.3,3.4,0.398,0.7,1.2,0.548,0.584,1.3,1.5,0.875,0.5,3.1,3.6,1.1,1.0,0.3,0.5,2.3,6.7,James Posey
5,2008-09,32.0,NOH,NBA,SG,5.0,0.0,24.6,3.0,8.0,0.375,1.0,3.8,0.263,2.0,4.2,0.476,0.438,4.4,5.2,0.846,1.0,5.2,6.2,0.6,0.6,0.0,2.0,2.4,11.4,James Posey
0,1988-89,23.0,CHI,NBA,C,3.0,0.0,7.3,2.0,3.0,0.667,0.0,0.3,0.0,2.0,2.7,0.75,0.667,0.7,1.0,0.667,1.0,1.0,2.0,0.7,0.0,0.0,0.0,1.3,4.7,Will Perdue
1,1989-90,24.0,CHI,NBA,C,13.0,0.0,6.0,1.0,2.2,0.464,0.1,0.2,0.5,0.9,2.0,0.462,0.482,1.0,1.4,0.722,0.5,0.9,1.5,0.2,0.0,0.4,0.3,1.0,3.1,Will Perdue
2,1990-91,25.0,CHI,NBA,C,17.0,0.0,11.6,1.7,3.1,0.547,0.0,0.0,,1.7,3.1,0.547,0.547,0.7,1.3,0.545,1.9,1.9,3.8,0.2,0.1,0.5,0.8,2.4,4.1,Will Perdue
3,1991-92,26.0,CHI,NBA,C,18.0,0.0,8.7,1.0,2.1,0.486,0.0,0.1,0.0,1.0,2.0,0.5,0.486,0.5,1.1,0.45,1.0,1.2,2.2,0.5,0.2,0.6,0.7,1.9,2.5,Will Perdue
4,1992-93,27.0,CHI,NBA,C,13.0,0.0,7.8,0.8,1.5,0.5,0.0,0.0,,0.8,1.5,0.5,0.5,0.4,0.8,0.5,1.2,1.2,2.3,0.4,0.1,0.2,0.6,1.4,1.9,Will Perdue
5,1994-95,29.0,CHI,NBA,C,10.0,2.0,17.6,1.9,3.7,0.514,0.0,0.0,,1.9,3.7,0.514,0.514,1.2,2.1,0.571,1.8,3.0,4.8,0.6,0.1,0.3,1.0,2.7,5.0,Will Perdue
6,1995-96,30.0,SAS,NBA,C,10.0,2.0,24.2,2.9,4.2,0.69,0.0,0.0,,2.9,4.2,0.69,0.69,1.6,2.0,0.8,2.6,5.3,7.9,0.5,0.2,0.4,1.1,2.4,7.4,Will Perdue
7,1997-98,32.0,SAS,NBA,C,9.0,7.0,21.2,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,2.0,2.3,0.857,2.7,4.0,6.7,0.1,0.7,1.0,1.2,2.9,4.0,Will Perdue
8,1998-99,33.0,SAS,NBA,C,12.0,0.0,7.2,0.5,0.9,0.545,0.0,0.0,,0.5,0.9,0.545,0.545,0.1,0.2,0.5,0.8,1.6,2.3,0.0,0.0,0.1,0.3,1.6,1.1,Will Perdue
9,2000-01,35.0,POR,NBA,C,3.0,0.0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.7,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Will Perdue
0,2017-18,23.0,PHI,NBA,C,8.0,8.0,34.8,7.5,17.3,0.435,1.0,3.6,0.276,6.5,13.6,0.477,0.464,5.4,7.6,0.705,2.9,9.8,12.6,3.0,0.9,1.8,3.6,3.9,21.4,Joel Embiid
1,2018-19,24.0,PHI,NBA,C,11.0,11.0,30.4,6.2,14.5,0.428,1.1,3.5,0.308,5.1,10.9,0.467,0.465,6.7,8.2,0.822,1.9,8.5,10.5,3.4,0.7,2.3,3.6,3.1,20.2,Joel Embiid
2,2019-20,25.0,PHI,NBA,C,4.0,4.0,36.3,8.5,18.5,0.459,1.0,4.0,0.25,7.5,14.5,0.517,0.486,12.0,14.8,0.814,2.8,9.5,12.3,1.3,1.5,1.3,3.8,4.5,30.0,Joel Embiid
3,2020-21,26.0,PHI,NBA,C,11.0,11.0,32.5,9.2,17.9,0.513,1.5,3.7,0.39,7.7,14.2,0.545,0.553,8.3,9.9,0.835,1.5,9.1,10.5,3.4,1.0,1.5,3.8,3.0,28.1,Joel Embiid
0,1992-93,23.0,BOS,NBA,PF,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Lorenzo Williams
1,1996-97,27.0,WSB,NBA,C,2.0,0.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Lorenzo Williams
0,1977-78,23.0,ATL,NBA,SF,2.0,,39.5,10.5,24.5,0.429,,,,10.5,24.5,0.429,0.429,5.0,8.0,0.625,4.5,3.0,7.5,1.5,0.5,0.5,2.0,4.5,26.0,John Drew
1,1978-79,24.0,ATL,NBA,SF,9.0,,30.6,6.1,14.6,0.42,,,,6.1,14.6,0.42,0.42,3.9,5.1,0.761,2.2,4.4,6.7,0.8,1.0,0.4,1.8,4.0,16.1,John Drew
2,1979-80,25.0,ATL,NBA,SF,5.0,,30.0,4.8,12.6,0.381,0.0,0.0,,4.8,12.6,0.381,0.381,5.0,7.0,0.714,2.0,4.0,6.0,0.8,1.4,0.0,2.4,4.2,14.6,John Drew
3,1981-82,27.0,ATL,NBA,SF,2.0,,29.5,4.0,11.0,0.364,0.0,0.0,,4.0,11.0,0.364,0.364,3.5,6.0,0.583,3.0,2.0,5.0,0.5,0.0,0.0,2.5,5.5,11.5,John Drew
4,1983-84,29.0,UTA,NBA,SF,11.0,,15.6,3.9,7.7,0.506,0.0,0.0,,3.9,7.7,0.506,0.506,2.4,3.0,0.788,0.9,1.4,2.3,0.8,0.4,0.0,1.0,2.4,10.2,John Drew
0,1968-69,29.0,SDR,NBA,PG,6.0,,17.0,2.0,4.2,0.48,,,,2.0,4.2,0.48,0.48,0.5,1.2,0.429,,,2.8,5.3,,,,2.5,4.5,Ziaire Williams
1,1971-72,32.0,BOS,NBA,PG,11.0,,15.7,2.3,5.8,0.391,,,,2.3,5.8,0.391,0.391,1.4,1.8,0.75,,,2.5,3.0,,,,2.7,5.9,Ziaire Williams
2,1972-73,33.0,BOS,NBA,PG,10.0,,15.6,2.1,4.7,0.447,,,,2.1,4.7,0.447,0.447,0.6,0.8,0.75,,,2.7,4.1,,,,3.1,4.8,Ziaire Williams
3,1973-74,34.0,BOS,NBA,PG,12.0,,8.0,0.8,2.3,0.37,,,,0.8,2.3,0.37,0.37,0.6,0.7,0.875,0.3,1.6,1.9,2.4,0.6,0.0,,1.2,2.3,Ziaire Williams
0,1989-90,23.0,CHI,NBA,PF,16.0,2.0,17.6,2.3,5.7,0.407,0.0,0.1,0.0,2.3,5.6,0.411,0.407,2.3,2.9,0.766,1.1,2.1,3.2,0.6,0.4,0.5,1.1,2.0,6.9,Stacey King
1,1990-91,24.0,CHI,NBA,PF,11.0,0.0,7.8,0.7,2.5,0.296,0.0,0.1,0.0,0.7,2.4,0.308,0.296,0.6,1.0,0.636,0.8,1.2,2.0,0.2,0.1,0.1,0.8,1.4,2.1,Stacey King
2,1991-92,25.0,CHI,NBA,PF,14.0,0.0,7.9,1.3,2.9,0.45,0.1,0.1,1.0,1.1,2.7,0.421,0.475,1.1,1.6,0.652,0.5,0.9,1.4,0.4,0.4,0.1,0.7,0.9,3.8,Stacey King
3,1992-93,26.0,CHI,NBA,C,19.0,0.0,12.1,1.4,3.5,0.394,0.0,0.0,,1.4,3.5,0.394,0.394,1.3,1.6,0.806,1.1,1.1,2.1,0.7,0.5,0.2,0.7,2.0,4.1,Stacey King
4,1995-96,29.0,MIA,NBA,PF,1.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,Stacey King
0,1989-90,27.0,PHI,NBA,PF,9.0,0.0,9.9,0.8,2.0,0.389,0.0,0.0,,0.8,2.0,0.389,0.389,0.6,1.1,0.5,1.2,0.4,1.7,0.4,0.2,0.1,0.2,2.4,2.1,Bob Thornton
1,1991-92,29.0,UTA,NBA,PF,7.0,0.0,4.6,0.3,0.7,0.4,0.0,0.0,,0.3,0.7,0.4,0.4,0.4,0.6,0.75,0.6,0.7,1.3,0.1,0.0,0.0,0.1,0.4,1.0,Bob Thornton
0,1991-92,24.0,NJN,NBA,PG,4.0,4.0,37.0,4.3,13.8,0.309,0.3,1.5,0.167,4.0,12.3,0.327,0.318,0.8,1.0,0.75,1.3,2.8,4.0,7.8,3.8,0.5,1.8,4.0,9.5,Mookie Blaylock
1,1992-93,25.0,ATL,NBA,PG,3.0,3.0,33.0,3.0,8.3,0.36,1.3,4.0,0.333,1.7,4.3,0.385,0.44,1.7,2.0,0.833,0.7,3.7,4.3,4.3,1.0,1.3,3.7,3.0,9.0,Mookie Blaylock
2,1993-94,26.0,ATL,NBA,PG,11.0,11.0,37.7,4.4,12.8,0.34,2.0,5.8,0.344,2.4,7.0,0.338,0.418,2.3,2.7,0.833,1.5,3.5,5.0,8.9,2.2,0.5,2.9,2.0,13.0,Mookie Blaylock
3,1994-95,27.0,ATL,NBA,PG,3.0,3.0,40.3,6.0,16.3,0.367,3.7,9.3,0.393,2.3,7.0,0.333,0.48,2.3,3.7,0.636,2.3,2.0,4.3,5.7,1.3,0.0,3.0,2.0,18.0,Mookie Blaylock
4,1995-96,28.0,ATL,NBA,PG,10.0,10.0,42.6,6.1,14.5,0.421,3.3,8.4,0.393,2.8,6.1,0.459,0.534,1.6,2.4,0.667,1.3,3.0,4.3,6.4,2.2,0.8,2.9,1.5,17.1,Mookie Blaylock
5,1996-97,29.0,ATL,NBA,PG,10.0,10.0,44.1,6.1,15.4,0.396,2.8,8.5,0.329,3.3,6.9,0.478,0.487,1.4,2.1,0.667,1.2,5.8,7.0,6.5,2.1,0.2,3.5,1.5,16.4,Mookie Blaylock
6,1997-98,30.0,ATL,NBA,PG,4.0,4.0,38.3,5.5,13.3,0.415,2.0,6.8,0.296,3.5,6.5,0.538,0.491,1.8,3.0,0.583,1.5,3.5,5.0,8.3,2.3,0.3,2.3,2.0,14.8,Mookie Blaylock
7,1998-99,31.0,ATL,NBA,PG,9.0,9.0,39.8,4.9,15.0,0.326,2.0,5.7,0.353,2.9,9.3,0.31,0.393,0.8,1.7,0.467,0.7,3.3,4.0,4.0,2.0,0.2,3.3,1.2,12.6,Mookie Blaylock
0,2016-17,24.0,MIL,NBA,SG,6.0,6.0,30.5,3.7,9.2,0.4,1.7,3.5,0.476,2.0,5.7,0.353,0.491,0.0,0.0,,0.5,3.8,4.3,3.5,0.5,0.3,2.0,2.0,9.0,Malcolm Brogdon
1,2017-18,25.0,MIL,NBA,PG,7.0,5.0,26.6,3.4,7.9,0.436,0.7,2.7,0.263,2.7,5.1,0.528,0.482,1.1,1.4,0.8,0.4,3.0,3.4,2.4,0.1,0.0,1.7,2.0,8.7,Malcolm Brogdon
2,2018-19,26.0,MIL,NBA,SG,7.0,2.0,28.3,5.0,11.1,0.449,2.0,5.3,0.378,3.0,5.9,0.512,0.538,1.0,1.6,0.636,0.9,4.0,4.9,3.4,0.7,0.1,1.4,2.3,13.0,Malcolm Brogdon
3,2019-20,27.0,IND,NBA,PG,4.0,4.0,40.0,6.5,16.3,0.4,2.3,6.0,0.375,4.3,10.3,0.415,0.469,6.3,7.0,0.893,0.0,4.3,4.3,10.0,1.0,0.0,2.5,2.5,21.5,Malcolm Brogdon
0,2012-13,25.0,BOS,NBA,SF,5.0,0.0,9.6,0.4,2.0,0.2,0.0,0.6,0.0,0.4,1.4,0.286,0.2,0.2,0.4,0.5,0.2,1.8,2.0,1.2,0.0,0.2,0.8,0.6,1.0,Terrence Williams
0,2013-14,22.0,HOU,NBA,SG,4.0,0.0,17.0,2.3,4.3,0.529,2.0,3.8,0.533,0.3,0.5,0.5,0.765,1.3,1.3,1.0,0.8,1.5,2.3,0.3,0.5,0.0,0.5,2.5,7.8,Troy Daniels
1,2015-16,24.0,CHO,NBA,SG,4.0,0.0,4.5,0.3,2.0,0.125,0.0,0.8,0.0,0.3,1.3,0.2,0.125,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,Troy Daniels
2,2016-17,25.0,MEM,NBA,SG,6.0,0.0,11.3,0.5,1.5,0.333,0.5,1.5,0.333,0.0,0.0,,0.5,0.0,0.0,,0.2,0.7,0.8,0.3,0.3,0.0,0.3,0.2,1.5,Troy Daniels
3,2019-20,28.0,DEN,NBA,SG,6.0,0.0,5.0,1.0,2.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.625,0.2,0.3,0.5,0.2,0.3,0.5,0.3,0.0,0.0,0.0,0.3,2.7,Troy Daniels
0,1977-78,22.0,ATL,NBA,C,2.0,,25.5,3.5,6.0,0.583,,,,3.5,6.0,0.583,0.583,1.0,4.0,0.25,1.5,3.0,4.5,0.5,0.5,2.0,1.5,4.0,8.0,Tree Rollins
